row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023_1,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31 tháng 12 năm 2023,numeric__Tại ngày 31 tháng 12 năm 2023_1,numeric__Tại ngày 31 tháng 12 năm 2022,numeric__Tại ngày 31 tháng 12 năm 2022_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
53,STT > 53,53,Công ty TNHH Bất động sản FPT,"Kinh doanh, môi giới BDS",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
54,STT > 54,54,Công ty Cổ phần An toàn Thông tin Cyradar,Dịch vụ CNTT,Việt Nam,"77,78%","77,78%","77,78%","77,78%",,,,0.7778,0.7778,0.7778,0.7778
55,STT > 55,55,Công ty Cổ phần Công nghệ UTOP,Lập trình máy vi tính,Việt Nam,"54,67%","54,67%","54,67%","54,67%",,,,0.5467,0.5467,0.5467,0.5467
56,STT > 56,56,Trường Trung học phổ thông FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
57,STT > 57,57,Công ty TNHH Sáng tạo Công nghệ FPT Toàn cầu,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
58,STT > 58,58,Trường Tiểu học và Trung học cơ sở FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
59,STT > 59,59,Trường Trung học Phổ thông FPT (Đà Nẵng),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
60,STT > 60,60,Trường Trung học Phổ thông FPT (Cần Thơ),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
61,STT > 61,61,Trường Đại học FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
62,STT > 62,62,Công ty TNHH Đầu tư Thanh Sang,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
63,STT > 63,63,Trường Cao đẳng FPT Polytechnic,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
64,STT > 64,64,Trường Tiểu học và Trung học cơ sở FPT Cầu Giấy,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
65,STT > 65,65,Công ty TNHH Thương mại và Dịch vụ Trung tâm Lợi,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
66,STT > 66,66,Trường Trung học Phổ thông FPT (Bình Định),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
67,STT > 67,67,"Trường Tiểu học, THCS và THPT FPT Bắc Ninh","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
68,STT > 68,68,Trường THCS và THPT FPT Hải Phòng,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
69,STT > 69,69,"Trường Tiểu học, THCS và THPT FPT Bắc Giang","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
70,STT > 70,70,"Trường Tiểu học, THCS và THPT FPT Hà Nam","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
71,STT > 71,71,Công ty cổ phần giáo dục và đào tạo TVB,"Giáo dục, đào tạo",Việt Nam,"99,86%","99,86%",0%,0%,,,,0.9986,0.9986,0.0,0.0
72,STT > 72,72,Trường Cao Đăng Y Dược Thăng Long,"Giáo dục, đào tạo",Việt Nam,"99,86%","99,86%",0%,0%,,,,0.9986,0.9986,0.0,0.0
73,STT > 73,73,Công ty Cổ phần Quốc tế Telehouse Vietnam,Dịch vụ trung tâm dữ liệu,Việt Nam,51%,51%,51%,51%,,,,0.51,0.51,0.51,0.51
74,STT > 74,74,Công ty TNHH Hệ thống Thông tin Campuchia,"Tích hợp hệ thống, dịch vụ phân mềm",Campuchia,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
75,STT > 75,75,Công ty TNHH Đầu tư và Phát triển Hệ thống đấu thầu qua mạng quốc gia,Giải pháp ứng dụng thương mại điện tử trong hoạt động mua sắm chính phủ,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
76,STT > 76,76,Công ty Cổ phần Truyền thông TechUp,Xuất bản phần mềm,Việt Nam,"73,75%","73,75%","77,26%","77,26%",,,,0.7375,0.7375,0.7726000000000001,0.7726000000000001
