row_label_raw,row_label_full,col_0,Tại ngày 1 tháng 1 năm 2023 > Giá trị VND,Tại ngày 1 tháng 1 năm 2023 > Số có khả năng trả nợ VND,Phát sinh trong năm > Tăng VND,Phát sinh trong năm > Giảm VND,Phát sinh trong năm > Chênh lệch tỷ giá hối đoái VND,Phát sinh trong năm > Biến động do mua mới Công ty con VND,Tại ngày 31 tháng 12 năm 2023 > Giá trị VND,Tại ngày 31 tháng 12 năm 2023 > Số có khả năng trả nợ VND,numeric__Tại ngày 1 tháng 1 năm 2023 > Giá trị VND,numeric__Tại ngày 1 tháng 1 năm 2023 > Số có khả năng trả nợ VND,numeric__Phát sinh trong năm > Tăng VND,numeric__Phát sinh trong năm > Giảm VND,numeric__Phát sinh trong năm > Chênh lệch tỷ giá hối đoái VND,numeric__Phát sinh trong năm > Biến động do mua mới Công ty con VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Giá trị VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Số có khả năng trả nợ VND
Ngắn hạnVay ngắn hạnVay ngân hàng (i),Ngắn hạnVay ngắn hạnVay ngân hàng (i),Ngắn hạnVay ngắn hạnVay ngân hàng (i),9.994.700.608.968,9.994.700.608.968,32.943.708.971.260,30.367.236.426.135,(45.847.251.588),6.159.331.526,12.531.485.234.031,12.531.485.234.031,9994700608968.0,9994700608968.0,32943708971260.0,30367236426135.0,-45847251588.0,6159331526.0,12531485234031.0,12531485234031.0
Vay bên liên quan (Thuyết minh 35(a) và (b)) (i),Vay bên liên quan (Thuyết minh 35(a) và (b)) (i),Vay bên liên quan (Thuyết minh 35(a) và (b)) (i),40.000.000.000,40.000.000.000,1.265.000.000.000,1.305.000.000.000,-,-,-,-,40000000000.0,40000000000.0,1265000000000.0,1305000000000.0,,,,
Vay và nợ thuê tài chính dài hạn đến hạn trảVay ngân hàng (ii),Vay và nợ thuê tài chính dài hạn đến hạn trảVay ngân hàng (ii),Vay và nợ thuê tài chính dài hạn đến hạn trảVay ngân hàng (ii),856.364.609.725,856.364.609.725,1.326.213.258.365,879.646.026.574,2.013.084.609,-,1.304.944.926.125,1.304.944.926.125,856364609725.0,856364609725.0,1326213258365.0,879646026574.0,2013084609.0,,1304944926125.0,1304944926125.0
Nợ thuê tài chính,Nợ thuê tài chính,Nợ thuê tài chính,13.279.626.321,13.279.626.321,18.393.002.575,30.169.775.111,(38.539.834),-,1.464.313.951,1.464.313.951,13279626321.0,13279626321.0,18393002575.0,30169775111.0,-38539834.0,,1464313951.0,1464313951.0
,,,10.904.344.845.014,10.904.344.845.014,35.553.315.232.200,32.582.052.227.820,(43.872.706.813),6.159.331.526,13.837.894.474.107,13.837.894.474.107,10904344845014.0,10904344845014.0,35553315232200.0,32582052227820.0,-43872706813.0,6159331526.0,13837894474107.0,13837894474107.0
Dài hạnVay ngân hàng (ii),Dài hạnVay ngân hàng (ii),Dài hạnVay ngân hàng (ii),1.457.600.204.909,1.457.600.204.909,60.836.347.000,1.326.213.258.365,12.460.847.170,-,204.684.140.714,204.684.140.714,1457600204909.0,1457600204909.0,60836347000.0,1326213258365.0,12460847170.0,,204684140714.0,204684140714.0
Nợ thuê tài chính,Nợ thuê tài chính,Nợ thuê tài chính,20.230.129.081,20.230.129.081,1.700.919.000,18.393.002.575,(147.189.258),-,3.390.856.248,3.390.856.248,20230129081.0,20230129081.0,1700919000.0,18393002575.0,-147189258.0,,3390856248.0,3390856248.0
,,,1.477.830.333.990,1.477.830.333.990,62.537.266.000,1.344.606.260.940,12.313.657.912,-,208.074.996.962,208.074.996.962,1477830333990.0,1477830333990.0,62537266000.0,1344606260940.0,12313657912.0,,208074996962.0,208074996962.0
