row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,31/12/2022VND,numeric__col_1,numeric__31/12/2023VND,numeric__31/12/2022VND
(a),(a),(a),Ngắn hạn,,,,,
(a),(a) > (a),(a),Dịch vụ giáo dục,2.034.081.838.433,1.431.663.399.394,,2034081838433.0,1431663399394.0
(a),(a) > (a),(a),Dịch vụ viễn thông,1.352.234.046.771,1.548.863.526.027,,1352234046771.0,1548863526027.0
(a),(a) > (a),(a),Khác,233.889.574.838,219.874.436.434,,233889574838.0,219874436434.0
(a),(a) > (a),(a),,3.620.205.460.042,3.200.401.361.855,,3620205460042.0,3200401361855.0
(b),(b),(b),Dài hạn,,,,,
(b),(b) > (b),(b),Dịch vụ viễn thông,6.344.870.859,5.513.554.636,,6344870859.0,5513554636.0
(b),(b) > (b),(b),Khác,126.582.167.788,109.365.881.731,,126582167788.0,109365881731.0
(b),(b) > (b),(b),,132.927.038.647,114.879.436.367,,132927038647.0,114879436367.0
21,21,21,PHẢI TRẢ KHÁC,,,,,
21,21,21,,31/12/2023VND,31/12/2022VND,,,
(a),(a),(a),Ngắn hạn,,,,,
(a),(a) > (a),(a),"Bảo hiểm xã hội, bảo hiểm y tế,bảo hiểm thất nghiệp",144.513.112.572,96.393.870.781,,144513112572.0,96393870781.0
(a),(a) > (a),(a),Kinh phí công đoàn,123.106.128.775,92.007.765.491,,123106128775.0,92007765491.0
(a),(a) > (a),(a),"Ký quỹ, ký cược",115.371.730.758,127.765.532.086,,115371730758.0,127765532086.0
(a),(a) > (a),(a),"Cổ tức, lợi nhuận phải trả",16.655.674.706,14.449.102.056,,16655674706.0,14449102056.0
(a),(a) > (a),(a),Khác,615.454.959.146,238.191.115.869,,615454959146.0,238191115869.0
(a),(a) > (a),(a),,1.015.101.605.957,568.807.386.283,,1015101605957.0,568807386283.0
(b),(b),(b),Dài hạn,,,,,
(b),(b) > (b),(b),"Ký quỹ, ký cược",23.187.723.523,22.522.569.407,,23187723523.0,22522569407.0
(b),(b) > (b),(b),Khác,18.726.411.535,5.624.249.701,,18726411535.0,5624249701.0
(b),(b) > (b),(b),,41.914.135.058,28.146.819.108,,41914135058.0,28146819108.0
