row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023_1,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31 tháng 12 năm 2023,numeric__Tại ngày 31 tháng 12 năm 2023_1,numeric__Tại ngày 31 tháng 12 năm 2022,numeric__Tại ngày 31 tháng 12 năm 2022_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
1,STT > 1,1,Công ty Cổ phần Quản lý quỹ Đầu tư FPT,"Quản lý quỹ đầu tư, quản lý danh mục đầu tư",Việt Nam,25%,25%,25%,25%,,,,0.25,0.25,0.25,0.25
2,STT > 2,2,Công ty TNHH SBI FPT,Sản xuất phần mềm,Việt Nam,30%,30%,30%,30%,,,,0.3,0.3,0.3,0.3
3,STT > 3,3,Công ty TNHH MJS FPT,Sản xuất phần mềm,Nhật Bản,50%,50%,50%,50%,,,,0.5,0.5,0.5,0.5
4,STT > 4,4,Công ty TNHH FPT Smart Technologies,Sản xuất phần mềm,Việt Nam,50%,50%,50%,50%,,,,0.5,0.5,0.5,0.5
5,STT > 5,5,Công ty TNHH Trí tuệ nhân tạo Quy Nhơn,Kinh doanh bất động sản,Việt Nam,49%,49%,49%,49%,,,,0.49,0.49,0.49,0.49
6,STT > 6,6,Công ty Cổ phần Công nghệ Nami,Sản xuất phần mềm,Việt Nam,"44,68%","44,68%","49,15%","49,15%",,,,0.4468,0.4468,0.4915,0.4915
7,STT > 7,7,Công ty Cổ phần Next Robotics,"Sản xuất thiết bị tự hành, tự động hóa",Việt Nam,"32,93%","32,93%","49,10%","49,10%",,,,0.3293,0.3293,0.491,0.491
8,STT > 8,8,Công ty Dịch vụ Công nghệ Ackerton,Sản xuất phần mềm,Hàn Quốc,50%,50%,Chưa thành lập,Chưa thành lập,,,,0.5,0.5,,
