row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,31/12/2022VND,numeric__col_1,numeric__31/12/2023VND,numeric__31/12/2022VND
(a),(a),(a),Phải thu,,,,,
(a),(a) > (a),(a),Thuế giá trị gia tăng,1.304.712.684,47.871.478.197,,1304712684.0,47871478197.0
(a),(a) > (a),(a),Thuế TNDN,67.588.271.380,85.048.938.191,,67588271380.0,85048938191.0
(a),(a) > (a),(a),Thuế thu nhập cá nhân,91.130.172,37.955.581.006,,91130172.0,37955581006.0
(a),(a) > (a),(a),Khác,7.420.970.976,8.529.869.039,,7420970976.0,8529869039.0
(a),(a) > (a),(a),,76.405.085.212,179.405.866.433,,76405085212.0,179405866433.0
(b),(b),(b),Phải nộp,,,,,
(b),(b) > (b),(b),Thuế giá trị gia tăng,551.035.014.077,303.079.676.119,,551035014077.0,303079676119.0
(b),(b) > (b),(b),Thuế TNDN,666.353.619.559,228.046.206.079,,666353619559.0,228046206079.0
(b),(b) > (b),(b),Thuế thu nhập cá nhân,183.699.302.380,122.566.794.126,,183699302380.0,122566794126.0
(b),(b) > (b),(b),Khác,31.268.669.141,16.956.241.268,,31268669141.0,16956241268.0
(b),(b) > (b),(b),,1.432.356.605.157,670.648.917.592,,1432356605157.0,670648917592.0
