row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.569.056.794.009,4.638.266.711.059,4569056794009.0,4638266711059.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,48.056.118.067.324,39.384.744.170.216,48056118067324.0,39384744170216.0
,,,52.625.174.861.333,44.023.010.881.275,52625174861333.0,44023010881275.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Doanh thu bán hàng hóa,Các khoản giảm trừ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,(731.092.700),(1.208.714.000),-731092700.0,-1208714000.0
Doanh thu cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,(6.542.941.248),(12.274.486.364),-6542941248.0,-12274486364.0
,,,(7.274.033.948),(13.483.200.364),-7274033948.0,-13483200364.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu bán hàng hóa,Doanh thu thuần > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.568.325.701.309,4.637.057.997.059,4568325701309.0,4637057997059.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,48.049.575.126.076,39.372.469.683.852,48049575126076.0,39372469683852.0
,,,52.617.900.827.385,44.009.527.680.911,52617900827385.0,44009527680911.0
