row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2023VND,2022VND,,,,
,,,LUỘU CHUYÊN TIỀN TỪ HỒẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYÊN TIỀN TỪ HỒẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYÊN TIỀN TỪ HỒẠT ĐỘNG TÀI CHÍNH,LUỘU CHUYÊN TIỀN TỪ HỒẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu,,73.050.500.000,77.028.689.275,,,73050500000.0,77028689275.0
33,Mãsố > 33,33,Tiền thu từ đi vay,,34.271.246.237.260,28.120.228.984.733,,,34271246237260.0,28120228984733.0
34,Mãsố > 34,34,Tiền chỉ trả nợ gốc vay,,(32.551.882.452.709),(35.740.054.948.912),,,-32551882452709.0,-35740054948912.0
35,Mãsố > 35,35,Tiền chỉ trả nợ gốc thuê tài chính,,(30.169.775.111),(8.376.145.424),,,-30169775111.0,-8376145424.0
36,Mãsố > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.930.628.448.135),(2.222.134.795.995),,,-2930628448135.0,-2222134795995.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.168.383.938.695),(9.773.308.216.323),,,-1168383938695.0,-9773308216323.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,1.800.337.593.999,1.037.755.477.702,,,1800337593999.0,1037755477702.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,4,6.440.177.174.322,5.417.845.293.242,,4.0,6440177174322.0,5417845293242.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quyđổi ngoại tệ,,38.641.914.900,(15.423.596.622),,,38641914900.0,-15423596622.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,4,8.279.156.683.221,6.440.177.174.322,,4.0,8279156683221.0,6440177174322.0
