row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025Triệu VND,2024Triệu VND,numeric__Tính chất giao dịch,numeric__2025Triệu VND,numeric__2024Triệu VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Khoản vay đã nhận,5.207.768,3.403.590,,5207768.0,3403590.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Khoản vay đã hoàn trả,3.038.714,3.728.101,,3038714.0,3728101.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Chi phí lãi từ vay và trái phiếu,318.086,308.697,,318086.0,308697.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Khoản cho vay đã cấp,2.378.000,6.137.600,,2378000.0,6137600.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Khoản cho vay đã thu hồi,2.378.000,6.137.600,,2378000.0,6137600.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Thu nhập lãi cho vay,12.062,48.448,,12062.0,48448.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Chi phí phát hành trái phiếu,-,119.210,,,119210.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Mua chứng khoán kinh doanh,-,2.455.799,,,2455799.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Bán chứng khoán kinh doanh,500.000,7.278.708,,500000.0,7278708.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Thu nhập cổ tức,1.397.773,1.048.330,,1397773.0,1048330.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Mua tài sản cổ định,-,1.507.664,,,1507664.0
Techcombank và các công ty con,Công ty liên kết > Techcombank và các công ty con,Techcombank và các công ty con,Chia sẻ chỉ phí,8.297,12.928,,8297.0,12928.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Thành viên quản lý chủ chốt,Các bên liên quan khác > Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thủ lao trả cho thành viên quản lý chủ chốt (*),111.397,162.865,,111397.0,162865.0
