row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,31/12/2025_3,1/1/2025,1/1/2025_1,1/1/2025_2,1/1/2025_3,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__31/12/2025_3,numeric__1/1/2025,numeric__1/1/2025_1,numeric__1/1/2025_2,numeric__1/1/2025_3
,,,% sở hữu trên vốn điều lệ,% quyền biểu quyết trên vốn điều lệ,Giá gốc Triệu VND,Dự phòng giảm giá Triệu VND,% sở hữu trên vốn điều lệ,% quyền biểu quyết trên vốn điều lệ,Giá gốc Triệu VND,Dự phòng giảm giá Triệu VND,,,,,,,,
"• Công ty Cổ phần Trusting Social (""TSVN"") (i)","• Công ty Cổ phần Trusting Social (""TSVN"") (i)","• Công ty Cổ phần Trusting Social (""TSVN"") (i)","25,1%","25,1%",1.511.280,(165.909),"25,1%","25,1%",1.511.280,(104.756),0.251,0.251,1511280.0,-165909.0,0.251,0.251,1511280.0,-104756.0
"• Nyobolt Limited (""Nyobolt"") (ii)","• Nyobolt Limited (""Nyobolt"") (ii)","• Nyobolt Limited (""Nyobolt"") (ii)","13,5%","13,5%",1.421.243,(1.260.764),"15,5%","15,5%",1.421.243,(918.917),0.135,0.135,1421243.0,-1260764.0,0.155,0.155,1421243.0,-918917.0
,,,,,2.932.523,(1.426.673),,,2.932.523,(1.023.673),,,2932523.0,-1426673.0,,,2932523.0,-1023673.0
