row_label_raw,row_label_full,col_0,TechcombankTriệu VND,CholimexTriệu VND,VissanTriệu VND,TổngTriệu VND,numeric__TechcombankTriệu VND,numeric__CholimexTriệu VND,numeric__VissanTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,30.949.350,346.526,2.114.055,33.409.931,30949350.0,346526.0,2114055.0,33409931.0
Phần lợi nhuận phát sinh trong năm của các công ty liên kết,Phần lợi nhuận phát sinh trong năm của các công ty liên kết,Phần lợi nhuận phát sinh trong năm của các công ty liên kết,4.997.100,82.957,-,5.080.057,4997100.0,82957.0,,5080057.0
Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu trong năm(Thuyết minh 22),Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu trong năm(Thuyết minh 22),Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu trong năm(Thuyết minh 22),1.231.807,-,-,1.231.807,1231807.0,,,1231807.0
Cổ tức đã công bố,Cổ tức đã công bố,Cổ tức đã công bố,(1.397.773),(13.296),(10.090),(1.421.159),-1397773.0,-13296.0,-10090.0,-1421159.0
Khác,Khác,Khác,(333.403),-,-,(333.403),-333403.0,,,-333403.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,35.447.081,416.187,2.103.965,37.967.233,35447081.0,416187.0,2103965.0,37967233.0
