row_label_raw,row_label_full,col_0,Nước ngoài,Nước ngoài_1,Trong nước,Trong nước_1,Tổng,Tổng_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Tổng,numeric__Tổng_1
,,,2025Triệu VND,2024Triệu VND,2025Triệu VND,2024Triệu VND,2025Triệu VND,2024Triệu VND,,,,,,
Doanh thu thuần bán hàng ra bên ngoài,Doanh thu thuần bán hàng ra bên ngoài,Doanh thu thuần bán hàng ra bên ngoài,7.459.804,14.375.771,74.161.525,68.801.949,81.621.329,83.177.720,7459804.0,14375771.0,74161525.0,68801949.0,81621329.0,83177720.0
Chỉ tiêu vốn,Chỉ tiêu vốn,Chỉ tiêu vốn,-,247.778,1.878.231,2.851.522,1.878.231,3.099.300,,247778.0,1878231.0,2851522.0,1878231.0,3099300.0
,,,Nước ngoài,Nước ngoài,Trong nước,Trong nước,Tổng,Tổng,,,,,,
,,,31/12/2025Triệu VND,1/1/2025Triệu VND,31/12/2025Triệu VND,1/1/2025Triệu VND,31/12/2025Triệu VND,1/1/2025Triệu VND,,,,,,
Tổng tài sản,Tổng tài sản,Tổng tài sản,33.514,32.435,128.929.657,147.552.283,128.963.171,147.584.718,33514.0,32435.0,128929657.0,147552283.0,128963171.0,147584718.0
