row_label_raw,row_label_full,Bảo lãnh phát hànhCông ty Cổ phần Chứng khoán Kỹ thương > Trái phiếu được đảm bảo > Trái phiếu không đảm bảoCông ty Cổ phần Chứng khoán VPS > Trái phiếu được đảm bảoCông ty Cổ phần Chứng khoán MB > Trái phiếu không đảm bảoCông ty TNHH Chứng khoán Ngân hàngThương mại Cổ phần Ngoại thương Việt Nam > Trái phiếu không đảm bảoCông ty Cổ phần Chứng khoán VPBank > Trái phiếu được đảm bảo,31/12/2025Triệu VND > 4.309.621 > 4.523.193 > - > 250.250 > 1.700.000 > 500.000,1/1/2025Triệu VND > 3.193.704 > 4.522.980 > 3.000.000 > 50.250 > 1.700.000 > 500.000,Ngàyđảo hạn > 2027 > 2026 - 2028 > 2025 > 2028 > 2027,"Lãi suất > Từ 9% đến 11% một năm trong năm đầu tiên, và từ 3,3% đến 5,1%một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của cácngân hàng được chọn trong thời gian còn lại9,5% một năm trong năm đầu tiên, và từ 3,9% đến 4,0% một nămcộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của các ngânhàng được chọn trong thời gian còn lại > 9,9% một năm trong năm đầu tiên, 10,9% một năm trong năm thứ 2và 3,9% một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 thángcủa các ngân hàng được chọn trong thời gian còn lại > Từ 11,45% đến 11,65% một năm trong năm đầu tiên và 4,1% mộtnăm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của cácngân hàng được chọn trong thời gian còn lại > 4,1% một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 thángcủa các ngân hàng được chọn trong thời gian còn lại > 9,3% một năm trong năm đầu tiên và 4,24% một năm cộng với bìnhquản lãi suất tiền gửi kỳ hạn 12 tháng của các ngân hàng được chontrong thời gian còn lại","Tài sảnthe chấp > (i), (ii)(iii), (iv)Không > Không > (ii),(iv)",numeric__31/12/2025Triệu VND > 4.309.621 > 4.523.193 > - > 250.250 > 1.700.000 > 500.000,numeric__1/1/2025Triệu VND > 3.193.704 > 4.522.980 > 3.000.000 > 50.250 > 1.700.000 > 500.000,numeric__Ngàyđảo hạn > 2027 > 2026 - 2028 > 2025 > 2028 > 2027,"numeric__Lãi suất > Từ 9% đến 11% một năm trong năm đầu tiên, và từ 3,3% đến 5,1%một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của cácngân hàng được chọn trong thời gian còn lại9,5% một năm trong năm đầu tiên, và từ 3,9% đến 4,0% một nămcộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của các ngânhàng được chọn trong thời gian còn lại > 9,9% một năm trong năm đầu tiên, 10,9% một năm trong năm thứ 2và 3,9% một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 thángcủa các ngân hàng được chọn trong thời gian còn lại > Từ 11,45% đến 11,65% một năm trong năm đầu tiên và 4,1% mộtnăm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của cácngân hàng được chọn trong thời gian còn lại > 4,1% một năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 thángcủa các ngân hàng được chọn trong thời gian còn lại > 9,3% một năm trong năm đầu tiên và 4,24% một năm cộng với bìnhquản lãi suất tiền gửi kỳ hạn 12 tháng của các ngân hàng được chontrong thời gian còn lại","numeric__Tài sảnthe chấp > (i), (ii)(iii), (iv)Không > Không > (ii),(iv)"
Tổng trái phiếu thường dài hạn theo mệnh giá,Tổng trái phiếu thường dài hạn theo mệnh giá,Tổng trái phiếu thường dài hạn theo mệnh giá,11.283.064,12.966.934,,,,11283064.0,12966934.0,,,
Khoản đến hạn trả trong vòng 12 thángChi phí phát hành trái phiếu chưa phân bổ,Khoản đến hạn trả trong vòng 12 thángChi phí phát hành trái phiếu chưa phân bổ,Khoản đến hạn trả trong vòng 12 thángChi phí phát hành trái phiếu chưa phân bổ,(1.995.218)(118.396),(2.995.494)(167.762),,,,,,,,
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả trong vòng 12 thángChi phí phát hành trái phiếu chưa phân bổ > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,9.169.450,9.803.678,,,,9169450.0,9803678.0,,,
