row_label_raw,row_label_full,col_0,1/1/2025Triệu VND,Tăng từ hợp nhất kinh doanh Triệu VND,Ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất Triệu VND,Ghi nhận trong vốn chủ sở hữu Triệu VND,31/12/2025Triệu VND,numeric__1/1/2025Triệu VND,numeric__Tăng từ hợp nhất kinh doanh Triệu VND,numeric__Ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất Triệu VND,numeric__Ghi nhận trong vốn chủ sở hữu Triệu VND,numeric__31/12/2025Triệu VND
"Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác",490.386,-,28.385,40.001,558.772,490386.0,,28385.0,40001.0,558772.0
Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,73.685,-,32.687,-,106.372,73685.0,,32687.0,,106372.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,208.719,-,(152.040),-,56.679,208719.0,,-152040.0,,56679.0
Tài sản cố định hữu hình và tài sản dài hạn khác,Tài sản cố định hữu hình và tài sản dài hạn khác,Tài sản cố định hữu hình và tài sản dài hạn khác,(246.955),(7.429),(71.891),-,(326.275),-246955.0,-7429.0,-71891.0,,-326275.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(2.016.866),-,74.989,-,(1.941.877),-2016866.0,,74989.0,,-1941877.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,(297.477),-,-,-,(297.477),-297477.0,,,,-297477.0
,,,(1.788.508),(7.429),(87.870),40.001,(1.843.806),-1788508.0,-7429.0,-87870.0,40001.0,-1843806.0
