row_label_raw,row_label_full,col_0,Loại tiền tệ,Lãi suất nằm,Năm đáo hạn,31/12/2025Triệu VND,1/1/2025Triệu VND,numeric__Loại tiền tệ,numeric__Lãi suất nằm,numeric__Năm đáo hạn,numeric__31/12/2025Triệu VND,numeric__1/1/2025Triệu VND
Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),,,,,
Khoản vay ngân hàng có đảm bảo,Vay dài hạn (*) > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,VND,"4,8% - 10,6%",2026 - 2029,6.989.694,"3,939,501",,,,6989694.0,
Khoản vay ngân hàng có đảm bảo,Vay dài hạn (*) > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,USD,"5,9% - 8,5%",2027 - 2030,28.065.372,"28,799,950",,,,28065372.0,
Khoản vay ngân hàng không đảm bảo,Vay dài hạn (*) > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,USD,"6,8% - 7,2%",2029,2.273.000,1.764.400,,,2029.0,2273000.0,1764400.0
,,,,,,37.328.066,"34,503,851",,,,37328066.0,
Khoản đến hạn trả trong vòng 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,(6.172.906),(5.717.309),,,,-6172906.0,-5717309.0
Khoản đến hạn trả sau 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,31.155.160,28.786.542,,,,31155160.0,28786542.0
Trái phiếu thường (**),Vay dài hạn (*) > Trái phiếu thường (**),Trái phiếu thường (**),VND,"8,7% - 10,3%",2026 - 2028,11.283.064,"12,966,934",,,,11283064.0,
Chi phí phát hành trái phiếu chưa phân bổ,Vay dài hạn (*) > Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,,,,(118.396),(167.762),,,,-118396.0,-167762.0
,,,,,,11.164.668,"12,799,172",,,,11164668.0,
Khoản đến hạn trả trong vòng 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,(1.995.218),(2.995.494),,,,-1995218.0,-2995494.0
Khoản đến hạn trả sau 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,9.169.450,9.803.678,,,,9169450.0,9803678.0
Nợ thuê tài chính (***),Vay dài hạn (*) > Nợ thuê tài chính (***),Nợ thuê tài chính (***),VND,"8,6% - 9,1%",2035,234.964,247.223,,,2035.0,234964.0,247223.0
Khoản đến hạn trả trong vòng 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,(13.380),(12.258),,,,-13380.0,-12258.0
Khoản đến hạn trả sau 12 tháng,Vay dài hạn (*) > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,"221,584",234.965,,,,221.584,234965.0
