row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2025,Tỷ lệ lợi ích tại > 1/1/2025,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2025,numeric__Tỷ lệ lợi ích tại > 1/1/2025
19,19,19,"Công ty Cổ phần VinaCafé Biên Hòa (""VCF"")",(i)/(k),Sản xuất và kinh doanh đồ uống,"65,4%","66,6%",,,,0.654,0.6659999999999999
20,20,20,"Công ty Cổ phần Nước khoáng Vĩnh Hảo (""VHC"")",(i)/(k),Sản xuất và kinh doanh đồ uống và bao bì,"59,3%","60,3%",,,,0.593,0.603
21,21,21,"Công ty Cổ phần Thương mại Dịch vụ và Sản xuất Kronfa (""KRP"")",(i)/(k),Sản xuất đồ uống,"59,3%","60,3%",,,,0.593,0.603
22,22,22,"Công ty TNHH Một Thành viên Masan Beverage (""MSB"")",(i)/(k),Sản xuất và kinh doanh đồ uống,"66,2%","67,4%",,,,0.662,0.674
23,23,23,"Công ty TNHH Một Thành viên Masan MB (""MMB"")",(i)/(k),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","66,2%","67,4%",,,,0.662,0.674
24,24,24,"Công ty TNHH Một Thành viên Masan HG (""MHG"")",(i)/(k),Sản xuất thực phẩm tiện lợi và bao bì,"66,2%","67,4%",,,,0.662,0.674
25,25,25,"Công ty TNHH Masan HG 2 (""MH2"")",(i)/(k),"Sản xuất gia vị, thực phẩm tiện lợi, đồ uống và bao bì","66,2%","67,4%",,,,0.662,0.674
26,26,26,"Công ty Cổ phần Nước khoáng Quảng Ninh (""QNW"")",(i)/(k),Sản xuất và kinh doanh đồ uống,"43,6%","44,4%",,,,0.436,0.444
27,27,27,"Công ty TNHH Masan HPC (""HPC"")",(i)/(k),Kinh doanh và phân phối,"66,2%","67,4%",,,,0.662,0.674
28,28,28,"Công ty Cổ phần Bột giặt NET (""NET"")",(i)/(k),Kinh doanh và sản xuất các sản phẩm gia dụng,"34,6%","35,2%",,,,0.34600000000000003,0.35200000000000004
29,29,29,"Công ty TNHH Masan Innovation (""INV"")",(i)/(k),Kinh doanh và phân phối,"66,2%","67,4%",,,,0.662,0.674
30,30,30,Công ty TNHH Tự Giặt Sấy Chanté,(i)/(k),Dịch vụ giặt ủi,"66,2%","67,4%",,,,0.662,0.674
31,31,31,"Công ty TNHH Sản xuất Thương mại Dịch vụ Hương Giang (""HGC"")",(i)/(e),Sản xuất gia vị,"66,2%",-,,,,0.662,
