row_label_raw,row_label_full,"Máy móc, thiết bị chỉ liên quan đến hoạt động khai thác khoáng sản"
"Máy móc, thiết bị liên quan đến hoạt động khai thác khoáng sản và được sử dụng trong quá trình tái chế OTC","Máy móc, thiết bị liên quan đến hoạt động khai thác khoáng sản và được sử dụng trong quá trình tái chế OTC","Máy móc, thiết bị liên quan đến hoạt động khai thác khoáng sản và được sử dụng trong quá trình tái chế OTC"
Giá trị hợp lý của trữ lượng khoáng sản phát sinh từ hợp nhất kinh doanh,Giá trị hợp lý của trữ lượng khoáng sản phát sinh từ hợp nhất kinh doanh,Giá trị hợp lý của trữ lượng khoáng sản phát sinh từ hợp nhất kinh doanh
