row_label_raw,row_label_full,col_0,1/1/2025TriệuVND,Phát sinhTriệuVND,Tăng tềhpợp nhấtkinh doanhTriệuVND,NộpTriệuVND,Cán trừ/Phân loạilại/Hoàn lạiTriệuVND,31/12/2025TriệuVND,numeric__1/1/2025TriệuVND,numeric__Phát sinhTriệuVND,numeric__Tăng tềhpợp nhấtkinh doanhTriệuVND,numeric__NộpTriệuVND,numeric__Cán trừ/Phân loạilại/Hoàn lạiTriệuVND,numeric__31/12/2025TriệuVND
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,755.597,1.036.709,584,(1.273.816),(2.010),517.064,755597.0,1036709.0,584.0,-1273816.0,-2010.0,517064.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,145.482,10.703.525,666,(1.854.323),(8.895.496),99.854,145482.0,10703525.0,666.0,-1854323.0,-8895496.0,99854.0
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,40.740,211.962,-,(223.438),-,29.264,40740.0,211962.0,,-223438.0,,29264.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,2.044,272.516,-,(273.295),-,1.265,2044.0,272516.0,,-273295.0,,1265.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,45.020,391.152,15,(393.338),(12.926),29.923,45020.0,391152.0,15.0,-393338.0,-12926.0,29923.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,28.496,619.975,-,(617.815),(2.868),27.788,28496.0,619975.0,,-617815.0,-2868.0,27788.0
,,,1.017.379,13.235.839,1.265,(4.636.025),(8.913.300),705.158,1017379.0,13235839.0,1265.0,-4636025.0,-8913300.0,705158.0
