row_label_raw,row_label_full,col_0,Vốn cổ phần Triệu VND,Thặng dư vốn cổ phần Triệu VND,Vốn khác của chủ sở hữu Triệu VND,Chênh lệch tỷ giá hối đoái Triệu VND,Lợi nhuận sau thuế chưa phân phối Triệu VND,Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,Lợi ích cổ đông không kiểm soát Triệu VND,Tổng Triệu VND,numeric__Vốn cổ phần Triệu VND,numeric__Thặng dư vốn cổ phần Triệu VND,numeric__Vốn khác của chủ sở hữu Triệu VND,numeric__Chênh lệch tỷ giá hối đoái Triệu VND,numeric__Lợi nhuận sau thuế chưa phân phối Triệu VND,numeric__Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,numeric__Lợi ích cổ đông không kiểm soát Triệu VND,numeric__Tổng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,15.129.281,14.164.558,(8.388.147),9.470,9.326.870,30.242.032,10.510.348,40.752.380,15129281.0,14164558.0,-8388147.0,9470.0,9326870.0,30242032.0,10510348.0,40752380.0
Phát hành cổ phiếu phổ thông (Thuyết minh 24),Phát hành cổ phiếu phổ thông (Thuyết minh 24),Phát hành cổ phiếu phổ thông (Thuyết minh 24),75.639,(50),-,-,-,75.589,-,75.589,75639.0,-50.0,,,,75589.0,,75589.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,4.108.306,4.108.306,2.655.205,6.763.511,,,,,4108306.0,4108306.0,2655205.0,6763511.0
Cổ tức được công bố bởi công ty con Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu của một công ty liên kết trong năm (Thuyết minh 12),Cổ tức được công bố bởi công ty con Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu của một công ty liên kết trong năm (Thuyết minh 12),Cổ tức được công bố bởi công ty con Phần chia liên quan đến các thay đổi khác trong vốn chủ sở hữu của một công ty liên kết trong năm (Thuyết minh 12),-,-,-,-,-,-,(901.271),(901.271),,,,,,,-901271.0,-901271.0
Giao dịch với cổ đông không kiểm soát,Giao dịch với cổ đông không kiểm soát,Giao dịch với cổ đông không kiểm soát,-,-,-,-,1.231.807,1.231.807,-,1.231.807,,,,,1231807.0,1231807.0,,1231807.0
Giao dịch với cổ đông không kiểm soát,Giao dịch với cổ đông không kiểm soát,Giao dịch với cổ đông không kiểm soát,-,-,-,-,(351.376),(351.376),(2.535.862),(2.887.238),,,,,-351376.0,-351376.0,-2535862.0,-2887238.0
Chênh lệch quy đổi tiên tệ,Chênh lệch quy đổi tiên tệ,Chênh lệch quy đổi tiên tệ,-,-,-,1.796,-,1.796,1.061,2.857,,,,1796.0,,1796.0,1061.0,2857.0
Các biến động khác,Các biến động khác,Các biến động khác,-,-,-,-,40.002,40.002,1.007,41.009,,,,,40002.0,40002.0,1007.0,41009.0
Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,15.204.920,14.164.508,(8.388.147),11.266,14.355.609,35.348.156,9.730.488,45.078.644,15204920.0,14164508.0,-8388147.0,11266.0,14355609.0,35348156.0,9730488.0,45078644.0
