row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (""Techcombank"") (i)","31/12/2025 > % sở hữu trên vốn điều lệ > 19,7%","31/12/2025 > % quyền biểu quyết trên vốn điều lệ > 19,7%",31/12/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu Triệu VND > 35.447.081,31/12/2025 > Giá trị hợp lý Triệu VND > 48.782.262,"1/1/2025 > % sở hữu trên vốn điều lệ > 19,8%","1/1/2025 > % quyền biểu quyết trên vốn điều lệ > 19,8%",1/1/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu Triệu VND > 30.949.350,1/1/2025 > Giá trị hợp lý Triệu VND > 34.455.093,"numeric__31/12/2025 > % sở hữu trên vốn điều lệ > 19,7%","numeric__31/12/2025 > % quyền biểu quyết trên vốn điều lệ > 19,7%",numeric__31/12/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu Triệu VND > 35.447.081,numeric__31/12/2025 > Giá trị hợp lý Triệu VND > 48.782.262,"numeric__1/1/2025 > % sở hữu trên vốn điều lệ > 19,8%","numeric__1/1/2025 > % quyền biểu quyết trên vốn điều lệ > 19,8%",numeric__1/1/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu Triệu VND > 30.949.350,numeric__1/1/2025 > Giá trị hợp lý Triệu VND > 34.455.093
"Công ty Cổ phần Thực phẩm Cholimex (""Cholimex"") (ii)","Công ty Cổ phần Thực phẩm Cholimex (""Cholimex"") (ii)","Công ty Cổ phần Thực phẩm Cholimex (""Cholimex"") (ii)","32,8%","32,8%",416.187,(*),"32,8%","32,8%",346.526,(*),0.32799999999999996,0.32799999999999996,416187.0,,0.32799999999999996,0.32799999999999996,346526.0,
"Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (""Vissan"") (iii)","Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (""Vissan"") (iii)","Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (""Vissan"") (iii)","24,9%","24,9%",2.103.965,(*),"24,9%","24,9%",2.114.055,(*),0.249,0.249,2103965.0,,0.249,0.249,2114055.0,
,,,,,37.967.233,,,,33.409.931,,,,37967233.0,,,,33409931.0,
