row_label_raw,row_label_full,col_0,31/12/2015triệu đồng,31/12/2014triệu đồng,numeric__31/12/2015triệu đồng,numeric__31/12/2014triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,
Các khoản nợ Chính phủ và NHNN,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,5.027.470,42.311,5027470.0,42311.0
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,17.399.382,25.495.893,17399382.0,25495893.0
Tiền gửi của các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,4.253.611,7.027.513,4253611.0,7027513.0
Vay các TCTD khác,NỘ PHẢI TRẢ > Vay các TCTD khác,Vay các TCTD khác,13.145.771,18.468.380,13145771.0,18468380.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,62.615.688,63.218.853,62615688.0,63218853.0
Các công cụ tài chính phải sinh và nợ phải trả tài chính khác,NỘ PHẢI TRẢ > Các công cụ tài chính phải sinh và nợ phải trả tài chính khác,Các công cụ tài chính phải sinh và nợ phải trả tài chính khác,163.899,87.017,163899.0,87017.0
"Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro",137.000,137.000,137000.0,137000.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,3.297.331,3.655.000,3297331.0,3655000.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,2.054.257,2.286.984,2054257.0,2286984.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",1.247.205,1.530.966,1247205.0,1530966.0
Thuế và các khoản phải trả Nhà nước,NỘ PHẢI TRẢ > Thuế và các khoản phải trả Nhà nước,Thuế và các khoản phải trả Nhà nước,6.944,8.552,6944.0,8552.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,800.108,742.844,800108.0,742844.0
Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bằng,NỘ PHẢI TRẢ > Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bằng,Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bằng,-,4.622,,4622.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,90.695.027,94.923.058,90695027.0,94923058.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,
Vốn của TCTD,VỐN CHỦ SỞ HỮU > Vốn của TCTD,Vốn của TCTD,12.035.628,8.286.095,12035628.0,8286095.0
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,11.750.000,8.000.000,11750000.0,8000000.0
Vốn đầu tư xây dựng cơ bản,VỐN CHỦ SỞ HỮU > Vốn đầu tư xây dựng cơ bản,Vốn đầu tư xây dựng cơ bản,608,607,608.0,607.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,400.000,400.000,400000.0,400000.0
Cổ phiếu quỹ,VỐN CHỦ SỞ HỮU > Cổ phiếu quỹ,Cổ phiếu quỹ,(114.980),(114.512),-114980.0,-114512.0
Quỹ của TCTD,VỐN CHỦ SỞ HỮU > Quỹ của TCTD,Quỹ của TCTD,643.915,489.909,643915.0,489909.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,936.706,669.679,936706.0,669679.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,13.616.249,9.445.683,13616249.0,9445683.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,104.311.276,104.368.741,104311276.0,104368741.0
