row_label_raw,row_label_full,col_0,31/12/2015triệu đồng,31/12/2014triệu đồng,numeric__31/12/2015triệu đồng,numeric__31/12/2014triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.529.021,1.178.113,1529021.0,1178113.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,2.212.421,2.751.518,2212421.0,2751518.0
"Tiền, vàng gửi và cho vay các TCTD khác","TÀI SẢN > Tiền, vàng gửi và cho vay các TCTD khác","Tiền, vàng gửi và cho vay các TCTD khác",11.455.737,16.005.178,11455737.0,16005178.0
"Tiền, vàng gửi tại các TCTD khác","TÀI SẢN > Tiền, vàng gửi tại các TCTD khác","Tiền, vàng gửi tại các TCTD khác",3.480.252,3.780.026,3480252.0,3780026.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,8.085.210,12.332.742,8085210.0,12332742.0
Dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,TÀI SẢN > Dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,Dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,(109.725),(107.590),-109725.0,-107590.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,117.063,161.202,117063.0,161202.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,196.922,200.896,196922.0,200896.0
Dự phòng giảm giá chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,(79.859),(39.694),-79859.0,-39694.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,,
Cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Cho vay khách hàng,Cho vay khách hàng,27.490.168,22.966.507,27490168.0,22966507.0
Cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Cho vay khách hàng,Cho vay khách hàng,28.091.320,23.509.425,28091320.0,23509425.0
Dự phòng rủi ro cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(601.152),(542.918),-601152.0,-542918.0
Hoạt động mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hoạt động mua nợ,Hoạt động mua nợ,43.965,1.861.309,43965.0,1861309.0
Mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Mua nợ,Mua nợ,49.863,1.887.957,49863.0,1887957.0
Dự phòng rủi ro hoạt động mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,(5.898),(26.648),-5898.0,-26648.0
Chứng khoán đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư,Chứng khoán đầu tư,48.901.341,40.958.728,48901341.0,40958728.0
Chứng khoán đầu tư sẵn sàng để bán,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,39.092.073,37.641.184,39092073.0,37641184.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,10.283.551,3.952.524,10283551.0,3952524.0
Dự phòng chứng khoán đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng chứng khoán đầu tư,Dự phòng chứng khoán đầu tư,(474.283),(634.980),-474283.0,-634980.0
"Góp vốn, đầu tư dài hạn","Các công cụ tài chính phải sinh và các tài sản tài chính khác > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",9.251,358.406,9251.0,358406.0
Đầu tư dài hạn khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Đầu tư dài hạn khác,Đầu tư dài hạn khác,9.251,360.225,9251.0,360225.0
Dự phòng giảm giá đầu tư dài hạn,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,-,(1.819),,-1819.0
Tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định,Tài sản cố định,823.094,761.082,823094.0,761082.0
Tài sản cố định hữu hình,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định hữu hình,Tài sản cố định hữu hình,202.244,205.491,202244.0,205491.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,602.696,455.873,602696.0,455873.0
Hao mòn tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,(400.452),(250.382),-400452.0,-250382.0
Tài sản cố định thuê tài chính,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,276.544,283.175,276544.0,283175.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,312.780,312.780,312780.0,312780.0
