row_label_raw,row_label_full,col_0,2015triệu đồng,2014triệu đồng,numeric__2015triệu đồng,numeric__2014triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,10.638.934,9.161.783,10638934.0,9161783.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(7.916.567),(8.046.837),-7916567.0,-8046837.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,38.645,55.867,38645.0,55867.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",512.301,849.765,512301.0,849765.0
Chi phí khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí khác,Chi phí khác,(810.668),(165.903),-810668.0,-165903.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn dự phòng rủi ro",166.899,22.526,166899.0,22526.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(1.265.108),(946.980),-1265108.0,-946980.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,(51.879),(111.267),-51879.0,-111267.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,1.312.557,818.954,1312557.0,818954.0
Những thay đổi về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,5.553.549,2.361.112,5553549.0,2361112.0
"Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",5.279.130,7.032.089,5279130.0,7032089.0
(Tăng) các khoản về kinh doanh chứng khoán,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,(4.625.179),(3.911.351),-4625179.0,-3911351.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,-,48.112,,48112.0
Giảm/(Tăng) các khoản cho vay khách hàng,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) các khoản cho vay khách hàng,Giảm/(Tăng) các khoản cho vay khách hàng,562.273,(1.380.768),562273.0,-1380768.0
"(Tăng) nguồn dự phòng để bù đáp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng) nguồn dự phòng để bù đáp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn","(Tăng) nguồn dự phòng để bù đáp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn",(549.028),(540.991),-549028.0,-540991.0
Giảm khác về tài sản hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,4.886.353,1.114.021,4886353.0,1114021.0
Những thay đổi về công nợ hoạt động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,(7.436.165),(2.701.845),-7436165.0,-2701845.0
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,4.985.160,(601.878),4985160.0,-601878.0
"(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD","(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD",(9.824.014),1.097.910,-9824014.0,1097910.0
