row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng và cung cấp dịch vụTrong đó:,Doanh thu bán hàng và cung cấp dịch vụTrong đó:,Doanh thu bán hàng và cung cấp dịch vụTrong đó:,25.973.085.016.299,22.700.675.019.103,25973085016299.0,22700675019103.0
Doanh thu cung cấp dịch vụ hàng không,Doanh thu cung cấp dịch vụ hàng không,Doanh thu cung cấp dịch vụ hàng không,21.671.148.263.489,18.622.033.063.749,21671148263489.0,18622033063749.0
Doanh thu phục vụ hành khách,Doanh thu phục vụ hành khách,Doanh thu phục vụ hành khách,12.500.304.942.816,10.869.320.062.857,12500304942816.0,10869320062857.0
"Doanh thu dịch vụ cắt, hạ cánh","Doanh thu dịch vụ cắt, hạ cánh","Doanh thu dịch vụ cắt, hạ cánh",3.263.381.973.476,2.810.800.197.907,3263381973476.0,2810800197907.0
"Doanh thu dịch vụ bảo đảm an ninh hành khách, hành lý","Doanh thu dịch vụ bảo đảm an ninh hành khách, hành lý","Doanh thu dịch vụ bảo đảm an ninh hành khách, hành lý",1.782.720.700.895,1.577.408.173.244,1782720700895.0,1577408173244.0
Doanh thu phục vụ mặt đất cơ bản/ trọn gói,Doanh thu phục vụ mặt đất cơ bản/ trọn gói,Doanh thu phục vụ mặt đất cơ bản/ trọn gói,712.873.843.883,529.619.717.326,712873843883.0,529619717326.0
Doanh thu dịch vụ hàng không khác,Doanh thu dịch vụ hàng không khác,Doanh thu dịch vụ hàng không khác,3.411.866.802.419,2.834.884.912.415,3411866802419.0,2834884912415.0
Doanh thu cung cấp dịch vụ phi hàng không:,Doanh thu cung cấp dịch vụ phi hàng không:,Doanh thu cung cấp dịch vụ phi hàng không:,3.247.917.907.161,2.830.311.657.024,3247917907161.0,2830311657024.0
Doanh thu cho thuê mặt bằng,Doanh thu cho thuê mặt bằng,Doanh thu cho thuê mặt bằng,1.655.777.915.170,1.409.182.101.807,1655777915170.0,1409182101807.0
Doanh thu dịch vụ sử dụng hạ tầng nội cảng,Doanh thu dịch vụ sử dụng hạ tầng nội cảng,Doanh thu dịch vụ sử dụng hạ tầng nội cảng,507.815.908.289,430.497.782.609,507815908289.0,430497782609.0
Doanh thu cho thuê quảng cáo,Doanh thu cho thuê quảng cáo,Doanh thu cho thuê quảng cáo,276.954.039.177,310.812.055.227,276954039177.0,310812055227.0
"Doanh thu dịch vụ cung cấp tiện ích (điện, nước, gas, vệ sinh, y tế ..... )","Doanh thu dịch vụ cung cấp tiện ích (điện, nước, gas, vệ sinh, y tế ..... )","Doanh thu dịch vụ cung cấp tiện ích (điện, nước, gas, vệ sinh, y tế ..... )",197.659.790.958,171.499.146.043,197659790958.0,171499146043.0
"Doanh thu phục vụ khách VIP, F, C,...","Doanh thu phục vụ khách VIP, F, C,...","Doanh thu phục vụ khách VIP, F, C,...",189.717.003.741,125.611.065.444,189717003741.0,125611065444.0
Doanh thu dịch vụ phi hàng không khác,Doanh thu dịch vụ phi hàng không khác,Doanh thu dịch vụ phi hàng không khác,419.993.249.826,382.709.505.894,419993249826.0,382709505894.0
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,1.054.018.845.649,1.248.330.298.330,1054018845649.0,1248330298330.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(75.434.964.476),(104.074.076.959),-75434964476.0,-104074076959.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,(75.434.964.476),(104.074.076.959),-75434964476.0,-104074076959.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,25.897.650.051.823,22.596.600.942.144,25897650051823.0,22596600942144.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,24.843.631.206.174,21.348.270.643.814,24843631206174.0,21348270643814.0
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,1.054.018.845.649,1.248.330.298.330,1054018845649.0,1248330298330.0
