row_label_raw,row_label_full,col_0,Tại ngày 31/12/2025VND,Tại ngày 01/01/2025VND,numeric__Tại ngày 31/12/2025VND,numeric__Tại ngày 01/01/2025VND
Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,,
- Công ty CP Vận tải Hàng khôngMiền Nam,Phải thu của khách hàng là các bên liên quan > - Công ty CP Vận tải Hàng khôngMiền Nam,- Công ty CP Vận tải Hàng khôngMiền Nam,5.348.877.811,4.679.554.242,5348877811.0,4679554242.0
- Công ty CP Phục vụ Mặt đất Sài Gòn,Phải thu của khách hàng là các bên liên quan > - Công ty CP Phục vụ Mặt đất Sài Gòn,- Công ty CP Phục vụ Mặt đất Sài Gòn,4.154.847.519,15.470.500.646,4154847519.0,15470500646.0
- Công ty Cổ phần Phục vụ Mặt đấtHà Nội,Phải thu của khách hàng là các bên liên quan > - Công ty Cổ phần Phục vụ Mặt đấtHà Nội,- Công ty Cổ phần Phục vụ Mặt đấtHà Nội,2.451.890.949,7.440.729.726,2451890949.0,7440729726.0
- Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,Phải thu của khách hàng là các bên liên quan > - Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,- Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,1.683.681.070,49.673.540.407,1683681070.0,49673540407.0
- Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Căng Hàng không Miền Nam,Phải thu của khách hàng là các bên liên quan > - Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Căng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Căng Hàng không Miền Nam,88.000,200.277.731,88000.0,200277731.0
,,,13.639.385.349,77.464.602.752,13639385349.0,77464602752.0
,,,Tại ngày 31/12/2025VND,Tại ngày 01/01/2025VND,,
Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,,
- Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,Phải trả nhà cung cấp là các bên liên quan > - Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,- Công ty CP Dịch vụ Hàng không sânbay Tân Sơn Nhất,12.307.373.555,5.091.784.600,12307373555.0,5091784600.0
- Công ty CP Phục vụ Mặt đất Sài Gòn,Phải trả nhà cung cấp là các bên liên quan > - Công ty CP Phục vụ Mặt đất Sài Gòn,- Công ty CP Phục vụ Mặt đất Sài Gòn,3.528.013.778,2.629.015.264,3528013778.0,2629015264.0
- Công ty CP Vận tải Hàng không MiềnNam,Phải trả nhà cung cấp là các bên liên quan > - Công ty CP Vận tải Hàng không MiềnNam,- Công ty CP Vận tải Hàng không MiềnNam,1.065.177.482,169.474.495,1065177482.0,169474495.0
- Công ty CP Phục vụ Mặt đất Hà Nội,Phải trả nhà cung cấp là các bên liên quan > - Công ty CP Phục vụ Mặt đất Hà Nội,- Công ty CP Phục vụ Mặt đất Hà Nội,411.183.917,4.687.552,411183917.0,4687552.0
- Công ty CP Thương mại Hàng khôngmiền Nam,Phải trả nhà cung cấp là các bên liên quan > - Công ty CP Thương mại Hàng khôngmiền Nam,- Công ty CP Thương mại Hàng khôngmiền Nam,21.592.145,14.128.362,21592145.0,14128362.0
,,,17.333.340.877,7.909.090.273,17333340877.0,7909090273.0
