row_label_raw,row_label_full,- Giá trị tạm tăng tài sản của các công trình xây dựng cơ bản,Tại ngày 31/12/2025VND > 2.243.563.904.859,Tại ngày 01/01/2025VND > 133.495.467.231,numeric__Tại ngày 31/12/2025VND > 2.243.563.904.859,numeric__Tại ngày 01/01/2025VND > 133.495.467.231
"- Tiền thuế đất, thuê đất phải nộp","- Tiền thuế đất, thuê đất phải nộp","- Tiền thuế đất, thuê đất phải nộp",57.208.708.663,67.400.912.811,57208708663.0,67400912811.0
"- Chi phí điều hành, thương quyền","- Chi phí điều hành, thương quyền","- Chi phí điều hành, thương quyền",22.212.407.354,-,22212407354.0,
- Tiền điện,- Tiền điện,- Tiền điện,19.967.835.575,13.281.706.152,19967835575.0,13281706152.0
- Lãi vay,- Lãi vay,- Lãi vay,16.830.301.074,17.114.000.000,16830301074.0,17114000000.0
- Hoa hồng thu hộ,- Hoa hồng thu hộ,- Hoa hồng thu hộ,16.405.464.658,9.704.583.302,16405464658.0,9704583302.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,13.357.538.300,26.962.180.863,13357538300.0,26962180863.0
,,,2.389.546.160.483,267.958.850.359,2389546160483.0,267958850359.0
