row_label_raw,row_label_full,col_0,Tại ngày 31/12/2025VND,Tại ngày 01/01/2025VND,numeric__Tại ngày 31/12/2025VND,numeric__Tại ngày 01/01/2025VND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,2.993.558.465.488,1.684.755.826.546,2993558465488.0,1684755826546.0
Phải trả người bán là các bên khác,Phải trả người bán là các bên khác,Phải trả người bán là các bên khác,2.976.225.124.611,1.676.846.736.273,2976225124611.0,1676846736273.0
- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,- Tập đoàn Công nghiệp và Thương mại Xây dựng IC ICTAS,768.847.245.878,-,768847245878.0,
- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,- Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,300.326.502.408,94.278.953.505,300326502408.0,94278953505.0
- Công ty Cổ phần Kết cấu thép ATAD,- Công ty Cổ phần Kết cấu thép ATAD,- Công ty Cổ phần Kết cấu thép ATAD,196.509.543.587,4.722.755.560,196509543587.0,4722755560.0
- Công ty Cổ phần Đầu tư Xây dựng RICONS,- Công ty Cổ phần Đầu tư Xây dựng RICONS,- Công ty Cổ phần Đầu tư Xây dựng RICONS,165.366.992.107,146.357.536.872,165366992107.0,146357536872.0
- Tổng Công ty Xây dựng Hà Nội - CTCP,- Tổng Công ty Xây dựng Hà Nội - CTCP,- Tổng Công ty Xây dựng Hà Nội - CTCP,140.670.884.139,-,140670884139.0,
- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,- Công ty Cổ phần Tư vấn Chuyển giao công nghệ ITC,123.363.429.914,-,123363429914.0,
- Công ty Cổ phần Tập đoàn Đèo Cả,- Công ty Cổ phần Tập đoàn Đèo Cả,- Công ty Cổ phần Tập đoàn Đèo Cả,109.871.494.597,-,109871494597.0,
- Tổng Công ty Xây dựng số 1 - CTCP,- Tổng Công ty Xây dựng số 1 - CTCP,- Tổng Công ty Xây dựng số 1 - CTCP,93.645.791.666,230.214.721.362,93645791666.0,230214721362.0
- Công ty Cổ phần Phát triển Đầu tư Xây dựng Việt Nam (VINADIC),- Công ty Cổ phần Phát triển Đầu tư Xây dựng Việt Nam (VINADIC),- Công ty Cổ phần Phát triển Đầu tư Xây dựng Việt Nam (VINADIC),66.036.644.722,288.560.309.500,66036644722.0,288560309500.0
- Các người bán khác,- Các người bán khác,- Các người bán khác,1.011.586.595.593,912.712.459.474,1011586595593.0,912712459474.0
Phải trả nhà cung cấp là các bên liên quan (Thuyết minh số 33),Phải trả nhà cung cấp là các bên liên quan (Thuyết minh số 33),Phải trả nhà cung cấp là các bên liên quan (Thuyết minh số 33),17.333.340.877,7.909.090.273,17333340877.0,7909090273.0
,,,2.993.558.465.488,1.684.755.826.546,2993558465488.0,1684755826546.0
