row_label_raw,row_label_full,Chi phí quản lý doanh nghiệp,1.327.398.218.530,numeric__1.327.398.218.530
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,975.279.396.734,975279396734.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,457.060.726.846,457060726846.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,587.579.205.828,587579205828.0
Chi phí khác,Chi phí khác,Chi phí khác,12.086.793.964,12086793964.0
"Lãi/lỗ trong công ty liên doanh, liên kết","Lãi/lỗ trong công ty liên doanh, liên kết","Lãi/lỗ trong công ty liên doanh, liên kết",430.233.155.970,430233155970.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,3.284.566.364.837,3284566364837.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,(340.436.244.477),-340436244477.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,12.854.488.264,12854488264.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,12.452.353.206.691,12452353206691.0
Trong đó,Trong đó,Trong đó,,
- Lợi nhuận của Tổng Công ty,Trong đó > - Lợi nhuận của Tổng Công ty,- Lợi nhuận của Tổng Công ty,10.814.923.270.844,10814923270844.0
- Lợi nhuận từ hoạt động khai thác tài sản KCHTHK,Trong đó > - Lợi nhuận từ hoạt động khai thác tài sản KCHTHK,- Lợi nhuận từ hoạt động khai thác tài sản KCHTHK,1.385.094.622.527,1385094622527.0
- Lợi nhuận từ hoạt động bảo đảm ANHK,Trong đó > - Lợi nhuận từ hoạt động bảo đảm ANHK,- Lợi nhuận từ hoạt động bảo đảm ANHK,252.335.313.320,252335313320.0
Tài sẵn không phân bổ theo bộ phận,Trong đó > Tài sẵn không phân bổ theo bộ phận,Tài sẵn không phân bổ theo bộ phận,91.909.790.961.051,91909790961051.0
Nợ phải trả không phân bổ theo bộ phận,Trong đó > Nợ phải trả không phân bổ theo bộ phận,Nợ phải trả không phân bổ theo bộ phận,22.007.296.617.156,22007296617156.0
