row_label_raw,row_label_full,NLG – NNR – HRFuji,Công ty con,Nhận góp vốnHĐHTKD - Dự án Akari,933.000.000.000,-,numeric__Công ty con,numeric__Nhận góp vốnHĐHTKD - Dự án Akari,numeric__933.000.000.000,numeric__-
NLG – NNR – HRFuji,NLG – NNR – HRFuji,NLG – NNR – HRFuji,Công ty con,Chia lợi nhuận -Dự án Akari,113.477.048.717,-,,,113477048717.0,
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Nhận góp vốnHĐHTKD - Dự án Ehome,56.993.724.484,56.993.724.484,,,56993724484.0,56993724484.0
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Chia lợi nhuận -Dự án Ehome,46.734.750.400,46.734.750.400,,,46734750400.0,46734750400.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Khác,138.678.918,138.678.918,,,138678918.0,138678918.0
,,,,,1.150.344.202.519,103.867.153.802,,,1150344202519.0,103867153802.0
