row_label_raw,row_label_full,NLG – NNR – HRFuji,Công ty con,Ứng trước mua dự án Akari,267.000.000.000,1.450.000.000.000,numeric__Công ty con,numeric__Ứng trước mua dự án Akari,numeric__267.000.000.000,numeric__1.450.000.000.000
Đồng NaiWaterfront,Đồng NaiWaterfront,Đồng NaiWaterfront,Công ty con,Dịch vụ quản lý dự án,44.817.245.413,-,,,44817245413.0,
,,,,,311.817.245.413,1.450.000.000.000,,,311817245413.0,1450000000000.0
