row_label_raw,row_label_full,Tên đơn vị,Lĩnh vực kinh doanh,Số cuối năm > Tỷ lệ sở hữu %,Số cuối năm > Giá gốc đầu tư VND,Số đầu năm > Tỷ lệ sở hữu %,Số đầu năm > Giá gốc đầu tư VND,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Tỷ lệ sở hữu %,numeric__Số cuối năm > Giá gốc đầu tư VND,numeric__Số đầu năm > Tỷ lệ sở hữu %,numeric__Số đầu năm > Giá gốc đầu tư VND
Công ty Cổ phần NNH Mizuki (i),Công ty Cổ phần NNH Mizuki (i),Công ty Cổ phần NNH Mizuki (i),Bất động sản,50,750.000.000.000,50,750.000.000.000,,50.0,750000000000.0,50.0,750000000000.0
Đồng Nai Waterfront (TM số 14.1),Đồng Nai Waterfront (TM số 14.1),Đồng Nai Waterfront (TM số 14.1),Bất động sản,-,-,"35,1",1.460.943.601.343,,,,35.1,1460943601343.0
Công ty Cổ Phần Southgate (ii),Công ty Cổ Phần Southgate (ii),Công ty Cổ Phần Southgate (ii),Bất động sản,-,-,50,916.500.000.000,,,,50.0,916500000000.0
,,,,,750.000.000.000,,3.127.443.601.343,,,750000000000.0,,3127443601343.0
