row_label_raw,row_label_full,Bên liên quan > Nam Phan,Mối quan hệ > Công ty con,Nội dung nghiệp vụ > Hoàn vốn góp > Chi phí lãi vay > Thu nhập cổ tức > Vay > Dịch vụ tư vấn quản lý (*),Năm nay > 88.884.073.090 > 15.249.885.875 > -,VNDNăm trước > - > 17.795.829.397 > 30.679.138.800 > 25.000.000.000 > 1.660.762.914,numeric__Mối quan hệ > Công ty con,numeric__Nội dung nghiệp vụ > Hoàn vốn góp > Chi phí lãi vay > Thu nhập cổ tức > Vay > Dịch vụ tư vấn quản lý (*),numeric__Năm nay > 88.884.073.090 > 15.249.885.875 > -,numeric__VNDNăm trước > - > 17.795.829.397 > 30.679.138.800 > 25.000.000.000 > 1.660.762.914
Kikyo Valora,Kikyo Valora,Kikyo Valora,Công ty con,Vay vốn,100.000.000.000,-,,,100000000000.0,
Kikyo Valora,Kikyo Valora,Kikyo Valora,Công ty con,Phải trả lãi vay,3.550.000.000,-,,,3550000000.0,
Kikyo Valora,Kikyo Valora,Kikyo Valora,Công ty con,Thu nhập cổ tức,-,6.500.000.000,,,,6500000000.0
Kikyo Valora,Kikyo Valora,Kikyo Valora,Công ty con,Dịch vụ tư vấn quản lý (*),-,1.169.416.680,,,,1169416680.0
Sản Giao Dịch Nam Long,Sản Giao Dịch Nam Long,Sản Giao Dịch Nam Long,Công ty con,Chi phí hoa hồng,88.879.363.827,71.985.836.799,,,88879363827.0,71985836799.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Thu nhập cổ tức,30.565.740.000,110.735.301.000,,,30565740000.0,110735301000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Chi phí lãi vay,11.431.814.098,11.046.106.360,,,11431814098.0,11046106360.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Dịch vụ quản lý dự án (*),1.790.914.002,5.000.000.000,,,1790914002.0,5000000000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Vay,-,195.000.000.000,,,,195000000000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Hoàn vốn góp,-,41.482.070.000,,,,41482070000.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Góp vốn,18.409.679.030,18.000.000.000,,,18409679030.0,18000000000.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Thu nhập cho thuê (*),954.545.455,-,,,954545455.0,
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Dịch vụ quản lý,-,14.645.327.613,,,,14645327613.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Chuyển nhượng vốn,,,,,,
Dịch vụ Nam Long,Dịch vụ Nam Long > Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Kikyo Flora,-,12.542.000.000,,,,12542000000.0
Dịch vụ Nam Long,Dịch vụ Nam Long > Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Cho vay,-,7.084.000.000,,,,7084000000.0
Dịch vụ Nam Long,Dịch vụ Nam Long > Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Dịch vụ tư vấn quản lý (*),-,1.903.909.116,,,,1903909116.0
Nam Long PMD,Dịch vụ Nam Long > Nam Long PMD,Nam Long PMD,Công ty con,Chi phí thuê văn phòng,12.682.404.898,16.716.658.851,,,12682404898.0,16716658851.0
Nam Long PMD,Dịch vụ Nam Long > Nam Long PMD,Nam Long PMD,Công ty con,Dịch vụ quản lý (*),1.912.436.225,913.249.996,,,1912436225.0,913249996.0
Nam Long PMD,Dịch vụ Nam Long > Nam Long PMD,Nam Long PMD,Công ty con,Góp vốn,-,47.311.000.000,,,,47311000000.0
Nam Long PMD,Dịch vụ Nam Long > Nam Long PMD,Nam Long PMD,Công ty con,Chuyển nhượng mặt bằng các dự án (*),-,43.010.000.000,,,,43010000000.0
Nam Long - Hồng Phát,Dịch vụ Nam Long > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Thu nhập cổ tức và lãi từ khoản đầu tư,11.791.000.000,7.861.000.000,,,11791000000.0,7861000000.0
Nam Long - Hồng Phát,Dịch vụ Nam Long > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Chi phí lãi vay,3.535.388.564,3.684.379.404,,,3535388564.0,3684379404.0
Nam Long - Hồng Phát,Dịch vụ Nam Long > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Vay,-,15.000.000.000,,,,15000000000.0
Nam Long - Hồng Phát,Dịch vụ Nam Long > Nam Long - Hồng Phát,Nam Long - Hồng Phát,Công ty con,Dịch vụ tư vấn quản lý (*),-,5.045.063.891,,,,5045063891.0
Nam Long ADC,Dịch vụ Nam Long > Nam Long ADC,Nam Long ADC,Công ty con,Chi phí lãi vay,10.057.778.000,10.066.221.000,,,10057778000.0,10066221000.0
Nam Long ADC,Dịch vụ Nam Long > Nam Long ADC,Nam Long ADC,Công ty con,Dịch vụ quản lý,7.548.040.215,7.122.176.604,,,7548040215.0,7122176604.0
Nam Long ADC,Dịch vụ Nam Long > Nam Long ADC,Nam Long ADC,Công ty con,Dịch vụ tư vấn quản lý (*),-,2.234.681.203,,,,2234681203.0
