row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay từ bên liên quan (TM số 20.1 và 29),Ngắn hạn > Vay từ bên liên quan (TM số 20.1 và 29),Vay từ bên liên quan (TM số 20.1 và 29),683.020.552.171,826.809.154.674,683020552171.0,826809154674.0
Vay ngắn hạn từ ngân hàng (TM số 20.2),Ngắn hạn > Vay ngắn hạn từ ngân hàng (TM số 20.2),Vay ngắn hạn từ ngân hàng (TM số 20.2),479.809.079.952,828.493.664.492,479809079952.0,828493664492.0
Vay dài hạn đến hạn trả từ ngân hàng (TM số 20.4),Ngắn hạn > Vay dài hạn đến hạn trả từ ngân hàng (TM số 20.4),Vay dài hạn đến hạn trả từ ngân hàng (TM số 20.4),23.692.091.430,89.999.606.178,23692091430.0,89999606178.0
,,,1.186.521.723.553,1.745.302.425.344,1186521723553.0,1745302425344.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Trải phiếu (TM số 20.5),Dài hạn > Trải phiếu (TM số 20.5),Trải phiếu (TM số 20.5),2.016.669.304.318,1.125.023.673.583,2016669304318.0,1125023673583.0
Vay dài hạn từ bên liên quan (TM số 20.3),Dài hạn > Vay dài hạn từ bên liên quan (TM số 20.3),Vay dài hạn từ bên liên quan (TM số 20.3),397.242.091.910,-,397242091910.0,
Vay dài hạn từ ngân hàng(TM số 20.4),Dài hạn > Vay dài hạn từ ngân hàng(TM số 20.4),Vay dài hạn từ ngân hàng(TM số 20.4),15.794.727.621,400.000.000.000,15794727621.0,400000000000.0
,,,2.429.706.123.849,1.525.023.673.583,2429706123849.0,1525023673583.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,3.616.227.847.402,3.270.326.098.927,3616227847402.0,3270326098927.0
