row_label_raw,row_label_full,Ông Kenneth Michael Atkinson > Ông Ziang Tony Ngo > Ông Joseph Low Kar Yew,Trường Tiểu ban > Thành viên,bổ nhiệm ngày 24 tháng 4 năm 2021 > miễn nhiệm ngày 24 tháng 4 năm 2021 > bổ nhiệm ngày 24 tháng 4 năm 2021,numeric__Trường Tiểu ban > Thành viên,numeric__bổ nhiệm ngày 24 tháng 4 năm 2021 > miễn nhiệm ngày 24 tháng 4 năm 2021 > bổ nhiệm ngày 24 tháng 4 năm 2021
Ông Trần Thanh Phong,Ông Trần Thanh Phong,Ông Trần Thanh Phong,Thành viên,,,
Ông Cao Tân Thạch,Ông Cao Tân Thạch,Ông Cao Tân Thạch,Thành viên,,,
Bà Nguyễn Lưu Tuyền,Bà Nguyễn Lưu Tuyền,Bà Nguyễn Lưu Tuyền,Thành viên,miễn nhiệm ngày 24 tháng 4 năm 2021,,
Ông Đặng Hồng Tân,Ông Đặng Hồng Tân,Ông Đặng Hồng Tân,Thành viên,miễn nhiệm ngày 24 tháng 4 năm 2021,,
Ông Linson Lim Soon Kooi,Ông Linson Lim Soon Kooi,Ông Linson Lim Soon Kooi,Thành viên,miễn nhiệm ngày 24 tháng 4 năm 2021,,
