row_label_raw,row_label_full,Số đầu năm,Số cuối năm > 66.129.395.554,VND Số đầu năm > 44.807.563.143,numeric__Số cuối năm > 66.129.395.554,numeric__VND Số đầu năm > 44.807.563.143
Trích lập quỹ (TM số 23.1),Trích lập quỹ (TM số 23.1),Trích lập quỹ (TM số 23.1),40.915.853.658,48.420.000.000,40915853658.0,48420000000.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(45.721.649.845),(27.098.167.589),-45721649845.0,-27098167589.0
Số cuối năm,Số cuối năm,Số cuối năm,61.323.599.367,66.129.395.554,61323599367.0,66129395554.0
