row_label_raw,row_label_full,Hội đồng Quản trị,Ông Bùi Ngọc Bảo,Chủ tịch,numeric__Ông Bùi Ngọc Bảo,numeric__Chủ tịch
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Thanh Sơn,Ủy viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Phạm Đức Thắng,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Ngọc Năm,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn Hướng,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Anh Dũng,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Vũ Bá Phú,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Hitoshi Kato,Ủy viên (từ ngày 23/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Văn Thịnh,Ủy viên (đến ngày 22/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Quang Kiên,Ủy viên (đến ngày 22/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Vương Thái Dũng,Ủy viên (đến ngày 22/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Đình Thái Hương,Ủy viên (đến ngày 22/6/2016),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trần Văn Thắng,Ủy viên (đến ngày 22/6/2016),,
