row_label_raw,row_label_full,col_0,2016VND,numeric__2016VND
Số dư đầu năm – đã điều chỉnh lại,Số dư đầu năm – đã điều chỉnh lại,Số dư đầu năm – đã điều chỉnh lại,663.366.340.096,663366340096.0
Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,(115.063.567.150),-115063567150.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,548.302.772.946,548302772946.0
