row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2016 > Giá gốc VND,31/12/2016 > Dự phòng VND,31/12/2016 > Giá trị hợp lý VND,% sở hữu_1,% quyền biểu quyết_1,1/1/2016 > Giá gốc VND,1/1/2016 > Dự phòng VND Đã điều chỉnh lại,1/1/2016 > Giá trị hợp lý VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2016 > Giá gốc VND,numeric__31/12/2016 > Dự phòng VND,numeric__31/12/2016 > Giá trị hợp lý VND,numeric__% sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2016 > Giá gốc VND,numeric__1/1/2016 > Dự phòng VND Đã điều chỉnh lại,numeric__1/1/2016 > Giá trị hợp lý VND
44,44,44,Công ty Xăng dầu Bắc Thái,Thái Nguyên,"100,00%","100,00%",46.000.000.000,-,(*),"100,00%","100,00%",46.000.000.000,-,(*),,,1.0,1.0,46000000000.0,,,1.0,1.0,46000000000.0,,
45,45,45,Công ty Xăng dầu Thừa Thiên Huế,Huế,"100,00%","100,00%",45.000.000.000,-,(*),"100,00%","100,00%",45.000.000.000,-,(*),,,1.0,1.0,45000000000.0,,,1.0,1.0,45000000000.0,,
46,46,46,Công ty Xăng dầu Tây Ninh,Tây Ninh,"100,00%","100,00%",45.000.000.000,-,(*),"100,00%","100,00%",45.000.000.000,-,(*),,,1.0,1.0,45000000000.0,,,1.0,1.0,45000000000.0,,
47,47,47,Công ty Xăng dầu Lào Cai,Lào Cai,"100,00%","100,00%",44.000.000.000,-,(*),"100,00%","100,00%",44.000.000.000,-,(*),,,1.0,1.0,44000000000.0,,,1.0,1.0,44000000000.0,,
48,48,48,Công ty Xăng dầu Phú Thọ,Phú Thọ,"100,00%","100,00%",40.500.000.000,-,(*),"100,00%","100,00%",40.500.000.000,-,(*),,,1.0,1.0,40500000000.0,,,1.0,1.0,40500000000.0,,
49,49,49,Công ty Xăng dầu Sống Bé – Công ty TNHH MTV,Bình Dương,"100,00%","100,00%",38.900.000.000,-,(*),"100,00%","100,00%",38.900.000.000,-,(*),,,1.0,1.0,38900000000.0,,,1.0,1.0,38900000000.0,,
50,50,50,Công ty Xăng dầu Lâm Đồng,Lâm Đồng,"100,00%","100,00%",38.800.000.000,-,(*),"100,00%","100,00%",38.800.000.000,-,(*),,,1.0,1.0,38800000000.0,,,1.0,1.0,38800000000.0,,
51,51,51,Công ty Xăng dầu Hà Tĩnh,Hà Tĩnh,"100,00%","100,00%",38.000.000.000,-,(*),"100,00%","100,00%",38.000.000.000,-,(*),,,1.0,1.0,38000000000.0,,,1.0,1.0,38000000000.0,,
52,52,52,Công ty Xăng dầu Bến Tre,Bến Tre,"100,00%","100,00%",37.700.000.000,-,(*),"100,00%","100,00%",37.700.000.000,-,(*),,,1.0,1.0,37700000000.0,,,1.0,1.0,37700000000.0,,
53,53,53,Công ty Xăng dầu Hà Bắc,Bắc Giang,"100,00%","100,00%",37.000.000.000,-,(*),"100,00%","100,00%",37.000.000.000,-,(*),,,1.0,1.0,37000000000.0,,,1.0,1.0,37000000000.0,,
54,54,54,Công ty TNHH MTV Xăng dầu An Giang,An Giang,"100,00%","100,00%",35.000.000.000,-,(*),"100,00%","100,00%",35.000.000.000,-,(*),,,1.0,1.0,35000000000.0,,,1.0,1.0,35000000000.0,,
55,55,55,Công ty Xăng dầu Quảng Trị,Quảng Trị,"100,00%","100,00%",34.000.000.000,-,(*),"100,00%","100,00%",34.000.000.000,-,(*),,,1.0,1.0,34000000000.0,,,1.0,1.0,34000000000.0,,
56,56,56,Công ty Xăng dầu Quảng Bình,Quảng Bình,"100,00%","100,00%",31.000.000.000,-,(*),"100,00%","100,00%",31.000.000.000,-,(*),,,1.0,1.0,31000000000.0,,,1.0,1.0,31000000000.0,,
57,57,57,Công ty Xăng dầu Đồng Tháp,Đồng Tháp,"100,00%","100,00%",30.000.000.000,-,(*),"100,00%","100,00%",30.000.000.000,-,(*),,,1.0,1.0,30000000000.0,,,1.0,1.0,30000000000.0,,
58,58,58,Công ty Xăng dầu Diện Biên,Điện Biên,"100,00%","100,00%",28.000.000.000,-,(*),"100,00%","100,00%",28.000.000.000,-,(*),,,1.0,1.0,28000000000.0,,,1.0,1.0,28000000000.0,,
59,59,59,Công ty TNHH MTV Xăng dầu Trả Vinh,Trả Vinh,"100,00%","100,00%",25.000.000.000,-,(*),"100,00%","100,00%",25.000.000.000,-,(*),,,1.0,1.0,25000000000.0,,,1.0,1.0,25000000000.0,,
60,60,60,Công ty Xăng dầu Hà Giang,Hà Giang,"100,00%","100,00%",20.500.000.000,-,(*),"100,00%","100,00%",20.500.000.000,-,(*),,,1.0,1.0,20500000000.0,,,1.0,1.0,20500000000.0,,
61,61,61,Công ty Xăng dầu Yên Bài,Yên Bài,"100,00%","100,00%",16.000.000.000,-,(*),"100,00%","100,00%",16.000.000.000,-,(*),,,1.0,1.0,16000000000.0,,,1.0,1.0,16000000000.0,,
62,62,62,Công ty Xăng dầu Cao Bằng,Cao Bằng,"100,00%","100,00%",16.000.000.000,-,(*),"100,00%","100,00%",16.000.000.000,-,(*),,,1.0,1.0,16000000000.0,,,1.0,1.0,16000000000.0,,
63,63,63,Công ty Xăng dầu Tuyên Quang,Tuyên Quang,"100,00%","100,00%",16.000.000.000,-,(*),"100,00%","100,00%",16.000.000.000,-,(*),,,1.0,1.0,16000000000.0,,,1.0,1.0,16000000000.0,,
64,64,64,Công ty TNHH MTV Xăng dầu Quảng Ngãi,Quảng Ngãi,"100,00%","100,00%",15.400.000.000,-,(*),"100,00%","100,00%",15.400.000.000,-,(*),,,1.0,1.0,15400000000.0,,,1.0,1.0,15400000000.0,,
65,65,65,Công ty Xăng dầu Thái Bình,Thái Bình,"100,00%","100,00%",13.000.000.000,-,(*),"100,00%","100,00%",13.000.000.000,-,(*),,,1.0,1.0,13000000000.0,,,1.0,1.0,13000000000.0,,
66,66,66,Công ty Xăng dầu Lai Châu,Lai Châu,"100,00%","100,00%",15.000.000.000,-,(*),"100,00%","100,00%",15.000.000.000,-,(*),,,1.0,1.0,15000000000.0,,,1.0,1.0,15000000000.0,,
,,,,,,,8.606.835.827.092,(548.302.772.946),(*),,,8.657.835.827.092,(663.366.340.096),(*),,,,,8606835827092.0,-548302772946.0,,,,8657835827092.0,-663366340096.0,
