row_label_raw,row_label_full,Mã số,KHOÁN MỤC,Thuyết minh,Năm nay,Năm trước,numeric__KHOÁN MỤC,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,564.854.296,2.466.948.513,,221.0,564854296.0,2466948513.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,-,(35.528),,221.0,,-35528.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,564.854.296,2.466.912.985,,221.0,564854296.0,2466912985.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(455.826.837),(1.642.085.892),,23.0,-455826837.0,-1642085892.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,109.027.459,824.827.093,,,109027459.0,824827093.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,1.424.275.726,1.131.708.297,,222.0,1424275726.0,1131708297.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.433.862.140) (1.299.333.937),(1.219.097.775) (1.210.767.623),,24.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.433.862.140) (1.299.333.937),(1.219.097.775) (1.210.767.623),,24.0,,
25,25,25,8. Chi phí bán hàng,25,(13.969.783),(42.109.481),,25.0,-13969783.0,-42109481.0
26,26,26,9. Chi phí quản lý doanh nghiệp,25,(91.085.569),(105.808.011),,25.0,-91085569.0,-105808011.0
30,30,30,10. (Lỗ) lợi nhuận thuần từ hoạt động kinh doanh,,(5.614.307),589.520.123,,,-5614307.0,589520123.0
31,31,31,11. Thu nhập khác,26,20.684.610,146.892.270,,26.0,20684610.0,146892270.0
32,32,32,12. Chi phí khác,26,(9.850.792),(4.828.327),,26.0,-9850792.0,-4828327.0
40,40,40,13. Lợi nhuận khác,26,10.833.818,142.063.943,,26.0,10833818.0,142063943.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,5.219.511,731.584.066,,,5219511.0,731584066.0
51,51,51,15. Chi phí thuế TNDN hiện hành,27,(8.142.646),(143.359.944),,27.0,-8142646.0,-143359944.0
52,52,52,16. Thu nhập (chỉ phí) thuế TNDN hoãn lại,27,3.306.183,(5.635.824),,27.0,3306183.0,-5635824.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,383.048,582.588.298,,,383048.0,582588298.0
