row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,237.669.545,128.042.179,237669545.0,128042179.0
Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,104.705.886,151.885.191,104705886.0,151885191.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công ty TNHH MTV Xây lắp Điện,Trong đó: > Công ty TNHH MTV Xây lắp Điện,Công ty TNHH MTV Xây lắp Điện,81.912.929,85.348.434,81912929.0,85348434.0
Khách hàng khác,Trong đó: > Khách hàng khác,Khách hàng khác,22.792.957,66.536.757,22792957.0,66536757.0
Phải thu từ thanh lý các khoản đầu tư,Trong đó: > Phải thu từ thanh lý các khoản đầu tư,Phải thu từ thanh lý các khoản đầu tư,-,177.074.162,,177074162.0
Phải thu về thanh lý tài sản và bất động sản đầu tư,Trong đó: > Phải thu về thanh lý tài sản và bất động sản đầu tư,Phải thu về thanh lý tài sản và bất động sản đầu tư,6.917.973,52.395.639,6917973.0,52395639.0
Phải thu tiền bán căn hộ,Trong đó: > Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,9.550.873,16.425.431,9550873.0,16425431.0
,,,358.844.277,525.822.602,358844277.0,525822602.0
Dự phòng phải thu ngắn hạn khó đòi,Trong đó: > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(6.256.445),(477.518),-6256445.0,-477518.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,352.587.832,525.345.084,352587832.0,525345084.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28),Trong đó: > Phải thu các bên liên quan (TM số 28),Phải thu các bên liên quan (TM số 28),227.116.109,340.844.997,227116109.0,340844997.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,131.728.168,184.977.605,131728168.0,184977605.0
