row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,1.848.778.624,1.148.191.061,1848778624.0,1148191061.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,7.400.424,4.725.529,7400424.0,4725529.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,216.409.924,433.547.435,216409924.0,433547435.0
,,,2.072.588.972,1.586.464.025,2072588972.0,1586464025.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28),Trong đó: > Phải thu các bên liên quan (TM số 28),Phải thu các bên liên quan (TM số 28),2.020.915.105,1.486.032.221,2020915105.0,1486032221.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,51.673.867,100.431.804,51673867.0,100431804.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Dài hạn > Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",493.211.100,307.266.100,493211100.0,307266100.0
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,45.948.565,-,45948565.0,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",514.680,514.680,514680.0,514680.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,92.927,-,92927.0,
,,,539.767.272,307.780.780,539767272.0,307780780.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.612.356.244,1.894.244.805,2612356244.0,1894244805.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 28),Trong đó: > Phải thu các bên liên quan (TM số 28),Phải thu các bên liên quan (TM số 28),539.159.665,307.266.100,539159665.0,307266100.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.383.940,514.680,1383940.0,514680.0
