row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 19.285.372,Số phải nộp trong năm > 5.571.467,Số đã nộp trong năm > (22.894.165),Ngàn VND Số cuối năm > 1.962.674,numeric__Số đầu năm > 19.285.372,numeric__Số phải nộp trong năm > 5.571.467,numeric__Số đã nộp trong năm > (22.894.165),numeric__Ngàn VND Số cuối năm > 1.962.674
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,65.185.053,8.142.646,(25.346.309),47.981.390,65185053.0,8142646.0,-25346309.0,47981390.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,173.320,1.877.162,(1.264.625),785.857,173320.0,1877162.0,-1264625.0,785857.0
Thuế và các khoản phải nộp khác cho Nhà nước,Thuế và các khoản phải nộp khác cho Nhà nước,Thuế và các khoản phải nộp khác cho Nhà nước,30.874.656,8.793.146,(33.178.468),6.489.334,30874656.0,8793146.0,-33178468.0,6489334.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,115.518.401,24.384.421,(82.683.567),57.219.255,115518401.0,24384421.0,-82683567.0,57219255.0
