row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ xây dựng,24.832.72710.425.118,12.379.3336.302.187,,,2483272710425118.0,123793336302187.0
Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Công ty con,Bán hàng và cung cấp dịch vụMua hàng hóa,16.465.683-,41.995.79715.709.700,,,,4199579715709700.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vayCho vay dài hạn,158.892.342-,97.548.279853.638.500,,,,9.75482798536385e+16
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Bán hàng và cung cấp dịch vụ xây dựngLãi cho vay,5.066.6353.833.715,2.228.02622.744.410,,,50666353833715.0,222802622744410.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty liên quan,Lãi cho vayBán hàng và cung cấp dịch vụ,47.090.12533.158.718,7.665.24338.494,,,4709012533158718.0,766524338494.0
Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty con,Bán hàng và cung cấp dịch vụ,7.293.531,62.367.434,,,7293531.0,62367434.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,"Bán hàng, cung cấp dịch vụ và xây dựngLãi cho vay",57.436.24941.348.533,179.103.074-,,,5743624941348533.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,"Mua hàng hóa và dịch vụBán hàng, cung cấp dịch vụ và xây dựng",8.820.954162.541,34.303.781377.362.148,,,8820954162541.0,3.4303781377362148e+16
Công ty TNHH Điện Hoàng Anh Attapeu,Công ty TNHH Điện Hoàng Anh Attapeu,Công ty TNHH Điện Hoàng Anh Attapeu,Công ty con,"Bán hàng, cung cấp dịch vụ và xây dựng",10.414.687,100.866.065,,,10414687.0,100866065.0
Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty con,"Lãi cho vayBán hàng, cung cấp dịch vụMua dịch vụ quảng cáo Cho vay",27.420.060737.857-,19.726.8273.796.69013.000.00039.132.705,,,,1.9726827379669014e+30
Công ty TNHH Lum Phát,Công ty TNHH Lum Phát,Công ty TNHH Lum Phát,Công ty con,"Bán hàng, cung cấp dịch vụ",20.423.560,752.662,,,20423560.0,752662.0
