row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Ngàn VND Tổng cộng,numeric__Vốn cổ phần,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Ngàn VND Tổng cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,
Số đầu năm,Năm trước > Số đầu năm,Số đầu năm,7.899.679.470,3.539.078.784,(686.640),249.756.283,27.558.264,11.715.386.161,7899679470.0,3539078784.0,-686640.0,249756283.0,27558264.0,11715386161.0
Lợi nhuận thuần trong năm,Năm trước > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,582.588.298,582.588.298,,,,,582588298.0,582588298.0
Trích lập các quỹ,Năm trước > Trích lập các quỹ,Trích lập các quỹ,-,-,-,30.139.020,(48.222.432),(18.083.412),,,,30139020.0,-48222432.0,-18083412.0
"Thù lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban Thư ký","Năm trước > Thù lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban Thư ký","Thù lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban Thư ký",-,-,-,-,(737.400),(737.400),,,,,-737400.0,-737400.0
Số cuối năm,Năm trước > Số cuối năm,Số cuối năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.186.730,12.279.153.647,7899679470.0,3539078784.0,-686640.0,279895303.0,561186730.0,12279153647.0
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.186.730,12.279.153.647,7899679470.0,3539078784.0,-686640.0,279895303.0,561186730.0,12279153647.0
Lợi nhuận thuần trong năm,Năm nay > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,383.048,383.048,,,,,383048.0,383048.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.569.778,12.279.536.695,7899679470.0,3539078784.0,-686640.0,279895303.0,561569778.0,12279536695.0
