row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,6.382.289,18.710.402,6382289.0,18710402.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,2.950.656,2.527.718,2950656.0,2527718.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,4.636.838,20.871.361,4636838.0,20871361.0
,,,13.969.783,42.109.481,13969783.0,42109481.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,47.389.522,55.314.210,47389522.0,55314210.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.633.991,6.785.391,7633991.0,6785391.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,8.806.725,8.502.731,8806725.0,8502731.0
Chi phí dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,5.778.927,443.312,5778927.0,443312.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,21.476.404,34.762.367,21476404.0,34762367.0
,,,91.085.569,105.808.011,91085569.0,105808011.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,105.055.352,147.917.492,105055352.0,147917492.0
