row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Công ty Hoàng Anh Lum Phát,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Hoàng Anh Lum Phát,Công ty Hoàng Anh Lum Phát,Công ty con,Bán hàng hóa,8.266.597,-,,,8266597.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Chuyển nhượng tài sản cố định Bán hàng hóa và cung cấp dịch vụ,6.582.902,-,,,6582902.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Chuyển nhượng tài sản cố định Bán hàng hóa và cung cấp dịch vụ,592.602,27.335,,,592602.0,27335.0
Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Công ty con,Cung cấp dịch vụ xây dựng,5.869.574,5.854.647,,,5869574.0,5854647.0
Công ty TNHH Hoàng Anh An Đông Meas,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Hoàng Anh An Đông Meas,Công ty TNHH Hoàng Anh An Đông Meas,Công ty con,Bán hàng hóa,4.481.111,24.796.770,,,4481111.0,24796770.0
Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Công ty con,Chuyển nhượng cố phần HNG,-,162.074.164,,,,162074164.0
Công ty TNHH Điện Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Điện Hoàng Anh Attapeu,Công ty TNHH Điện Hoàng Anh Attapeu,Công ty con,Bán hàng hóa và cung cấp dịch vụ,-,1.010,,,,1010.0
Công ty TNHH Mía đường Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty con,Bán hàng hóa Cung cấp dịch vụ xây dựng,-,1.902.622,,,,1902622.0
Công ty TNHH Mía đường Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty con,Bán hàng hóa Cung cấp dịch vụ xây dựng,-,2.691.319,,,,2691319.0
Các công ty khác,Phải thu ngắn hạn của khách hàng (TM số 5) > Các công ty khác,Các công ty khác,Bên liên quan,Các khoản khác,6.601.911,2.017.205,,,6601911.0,2017205.0
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng (TM số 5) > TỔNG CỘNG,TỔNG CỘNG,,,227.116.109,340.844.997,,,227116109.0,340844997.0
