row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),,,,
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,52.016.116,27.857.769,,,52016116.0,27857769.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,5.039.704,709.706,,,5039704.0,709706.0
Công ty Cổ phần Bò sữa Tây Nguyên,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,47.923.170,18.026,,,47923170.0,18026.0
Công ty Cổ phần Bò sữa Tây Nguyên,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,1.162.957,31.234.877,,,1162957.0,31234877.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Bán hàng hóa,30.431.054,27.106.725,,,30431054.0,27106725.0
Công ty Cổ phần Cao su Trung Nguyên,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,15.420.987,-,,,15420987.0,
Công ty Cổ phần Cao su Trung Nguyên,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Bán hàng hóa và cung cấp dịch vụ Cung cấp dịch vụ xây dựng,2.909.045,957,,,2909045.0,957.0
Công ty TNHH Daun Penh Agrico,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Daun Penh Agrico,Công ty TNHH Daun Penh Agrico,Công ty con,Bán hàng hóa,10.023.503,6.532.534,,,10023503.0,6532534.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Phải thu cung cấp dịch vụ Cung cấp dịch vụ xây dựng,9.717.187,379.629,,,9717187.0,379629.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Phải thu cung cấp dịch vụ Cung cấp dịch vụ xây dựng,9.105.689,24.059.702,,,9105689.0,24059702.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Bán hàng hóa Cung cấp dịch vụ xây dựng,9.439.160,22.859.000,,,9439160.0,22859000.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Bán hàng hóa Cung cấp dịch vụ xây dựng,1.532.840,721.000,,,1532840.0,721000.0
