row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,5.219.511,731.584.066,5219511.0,731584066.0
Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán,,,,
Các khoản phạt,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Các khoản phạt,Các khoản phạt,7.322.054,1.375.065,7322054.0,1375065.0
Các chi phí không được khấu trừ,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Các chi phí không được khấu trừ,Các chi phí không được khấu trừ,7.781.840,13.198.092,7781840.0,13198092.0
Thu nhập cổ tức,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Thu nhập cổ tức,Thu nhập cổ tức,-,(659.966),,-659966.0
Lỗ (lãi) chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Lỗ (lãi) chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ (lãi) chênh lệch tỷ giá hối đoái từ đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,9.028.284,(28.179.120),9028284.0,-28179120.0
Khác,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Khác,Khác,7.980.148,(58.227.473),7980148.0,-58227473.0
Lợi nhuận chịu thuế wốc tính,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Lợi nhuận chịu thuế wốc tính,Lợi nhuận chịu thuế wốc tính,37.331.837,659.090.664,37331837.0,659090664.0
Thuế TNDN hiện hành wốc tính,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Thuế TNDN hiện hành wốc tính,Thuế TNDN hiện hành wốc tính,7.466.367,144.999.946,7466367.0,144999946.0
Điều chỉnh thuế TNDN trích thiếu (thừa) trong năm trước,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Điều chỉnh thuế TNDN trích thiếu (thừa) trong năm trước,Điều chỉnh thuế TNDN trích thiếu (thừa) trong năm trước,676.279,(1.640.002),676279.0,-1640002.0
Chi phí thuế TNDN hiện hành wốc tính trong năm,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Chi phí thuế TNDN hiện hành wốc tính trong năm,Chi phí thuế TNDN hiện hành wốc tính trong năm,8.142.646,143.359.944,8142646.0,143359944.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,65.185.053,17.447.084,65185053.0,17447084.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(25.346.309),(95.621.975),-25346309.0,-95621975.0
Thuế TNDN phải trả cuối năm (Thuyết minh số 17),Các khoản điều chỉnh tăng (giảm) lợi nhuận kế toán > Thuế TNDN phải trả cuối năm (Thuyết minh số 17),Thuế TNDN phải trả cuối năm (Thuyết minh số 17),47.981.390,65.185.053,47981390.0,65185053.0
