row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,83.036,54.784,83036.0,54784.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,165.444.063,195.824.188,165444063.0,195824188.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,6.666.479,3.311.773,6666479.0,3311773.0
Cam kết trong nghiệp vụ L/C trả ngay,Cam kết trong nghiệp vụ L/C trả ngay,Cam kết trong nghiệp vụ L/C trả ngay,3.393.925,1.999.681,3393925.0,1999681.0
Cam kết trong nghiệp vụ L/C trả chậm,Cam kết trong nghiệp vụ L/C trả chậm,Cam kết trong nghiệp vụ L/C trả chậm,3.531.929,1.519.333,3531929.0,1519333.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(259.375),(207.241),-259375.0,-207241.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,19.772.573,14.262.824,19772573.0,14262824.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,5.171.273,3.815.908,5171273.0,3815908.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,3.622.525,2.867.362,3622525.0,2867362.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,633.343,895.491,633343.0,895491.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,11.804.589,7.752.095,11804589.0,7752095.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(1.459.157),(1.068.032),-1459157.0,-1068032.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,25.031.882,28.349.409,25031882.0,28349409.0
,,,216.998.033,241.802.978,216998033.0,241802978.0
