row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,12.238.739,12.238.739,,,,,,,12238739.0,12238739.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,5.352.506,5.352.506,,,,,,,5352506.0,5352506.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),182.423,118,7.630.573,2.898.857,2.493.062,22.345,-,13.227.378,182423.0,118.0,7630573.0,2898857.0,2493062.0,22345.0,,13227378.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,5.949.255,3.074.225,214.049.391,204.389.449,237.795.598,93.719.969,249.275.524,1.008.253.411,5949255.0,3074225.0,214049391.0,204389449.0,237795598.0,93719969.0,249275524.0,1008253411.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,-,-,15.325.841,17.650.298,-,-,-,32.976.139,,,15325841.0,17650298.0,,,,32976139.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,112.392.624,14.073.348,5.062.605,-,-,131.528.577,,,112392624.0,14073348.0,5062605.0,,,131528577.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,300.019.607,113.091.878,170.992.572,3.770.706,-,587.874.763,,,300019607.0,113091878.0,170992572.0,3770706.0,,587874763.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,1.661,5.499,10.126,1.793,19.079,,,,1661.0,5499.0,10126.0,1793.0,19079.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,400.000,18.900.000,66.379.910,47.443.014,-,133.122.924,,,400000.0,18900000.0,66379910.0,47443014.0,,133122924.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,16.597.867,3.045.813,4.213.568,65.473,-,23.922.721,,,16597867.0,3045813.0,4213568.0,65473.0,,23922721.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,444.735.939,166.762.998,246.654.154,51.289.319,1.793,909.444.203,,,444735939.0,166762998.0,246654154.0,51289319.0,1793.0,909444203.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,5.949.255,3.074.225,(230.686.548),37.626.451,(8.858.556),42.430.650,249.273.731,98.809.208,5949255.0,3074225.0,-230686548.0,37626451.0,-8858556.0,42430650.0,249273731.0,98809208.0
