row_label_raw,row_label_full,Đã niêm yết,39.410.741,32.850.096,numeric__39.410.741,numeric__32.850.096
Chưa niêm yết,Chưa niêm yết,Chưa niêm yết,93.303.872,76.055.720,93303872.0,76055720.0
,,,132.714.613,108.905.816,132714613.0,108905816.0
