row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ (i),Chứng khoán nợ > Chứng khoán Chính phủ (i),Chứng khoán Chính phủ (i),39.410.741,32.850.096,39410741.0,32850096.0
Chứng khoán nợ do các TCTD khác trong nước phát hành (i),Chứng khoán nợ > Chứng khoán nợ do các TCTD khác trong nước phát hành (i),Chứng khoán nợ do các TCTD khác trong nước phát hành (i),91.803.872,76.055.720,91803872.0,76055720.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,1.500.000,-,1500000.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,-,12.661,,12661.0
Chứng khoán vốn nước ngoài,Chứng khoán vốn > Chứng khoán vốn nước ngoài,Chứng khoán vốn nước ngoài,64.226,-,64226.0,
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,,
Dự phòng chung,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng chung,Dự phòng chung,(11.250),-,-11250.0,
Tổng chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,132.767.589,108.918.477,132767589.0,108918477.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ (i),Chứng khoán nợ > Chứng khoán Chính phủ (i),Chứng khoán Chính phủ (i),10.896.527,11.171.766,10896527.0,11171766.0
Chứng khoán nợ do các TCTD khác trong nước phát hành (i),Chứng khoán nợ > Chứng khoán nợ do các TCTD khác trong nước phát hành (i),Chứng khoán nợ do các TCTD khác trong nước phát hành (i),500.000,1.000.000,500000.0,1000000.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),11.396.527,12.171.766,11396527.0,12171766.0
Tổng chứng khoán đầu tư,Chứng khoán nợ > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,144.164.116,121.090.243,144164116.0,121090243.0
