row_label_raw,row_label_full,col_0,Năm 2025 > Miền Bắc Triệu VND,Năm 2025 > Miền Trung Triệu VND,Năm 2025 > Miền Nam Triệu VND,Năm 2025 > Loại trừ Triệu VND,Năm 2025 > Tổng cộng Triệu VND,numeric__Năm 2025 > Miền Bắc Triệu VND,numeric__Năm 2025 > Miền Trung Triệu VND,numeric__Năm 2025 > Miền Nam Triệu VND,numeric__Năm 2025 > Loại trừ Triệu VND,numeric__Năm 2025 > Tổng cộng Triệu VND
Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,,,,,
1. Thu nhập lãi,Thu nhập > 1. Thu nhập lãi,1. Thu nhập lãi,15.422.944,9.233.860,106.046.780,(73.994.949),56.708.635,15422944.0,9233860.0,106046780.0,-73994949.0,56708635.0
Thu nhập lãi từ khách hàng bên ngoài,Thu nhập > Thu nhập lãi từ khách hàng bên ngoài,Thu nhập lãi từ khách hàng bên ngoài,8.552.192,6.478.972,41.677.471,-,56.708.635,8552192.0,6478972.0,41677471.0,,56708635.0
Thu nhập lãi từ nội bộ,Thu nhập > Thu nhập lãi từ nội bộ,Thu nhập lãi từ nội bộ,6.870.752,2.754.888,64.369.309,(73.994.949),-,6870752.0,2754888.0,64369309.0,-73994949.0,
2. Thu nhập từ hoạt động dịch vụ,Thu nhập > 2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,249.140,75.519,4.254.651,-,4.579.310,249140.0,75519.0,4254651.0,,4579310.0
3. Thu nhập từ hoạt động kinh doanh khác,Thu nhập > 3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,96.467,166.913,3.651.260,-,3.914.640,96467.0,166913.0,3651260.0,,3914640.0
Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,,,,,
1. Chi phí lãi,Chi phí > 1. Chi phí lãi,1. Chi phí lãi,(10.827.877),(6.650.474),(87.467.345),73.994.949,(30.950.747),-10827877.0,-6650474.0,-87467345.0,73994949.0,-30950747.0
Chi phí lãi khách hàng bên ngoài,Chi phí > Chi phí lãi khách hàng bên ngoài,Chi phí lãi khách hàng bên ngoài,(3.403.611),(1.338.931),(26.208.205),-,(30.950.747),-3403611.0,-1338931.0,-26208205.0,,-30950747.0
Chi phí lãi nội bộ,Chi phí > Chi phí lãi nội bộ,Chi phí lãi nội bộ,(7.424.266),(5.311.543),(61.259.140),73.994.949,-,-7424266.0,-5311543.0,-61259140.0,73994949.0,
2. Chi phí khấu hao tài sản cố định,Chi phí > 2. Chi phí khấu hao tài sản cố định,2. Chi phí khấu hao tài sản cố định,(23.359),(27.293),(348.371),-,(399.023),-23359.0,-27293.0,-348371.0,,-399023.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,Chi phí > 3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(1.445.405),(995.403),(9.962.498),-,(12.403.306),-1445405.0,-995403.0,-9962498.0,,-12403306.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Chi phí > Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,3.471.910,1.803.122,16.174.477,-,21.449.509,3471910.0,1803122.0,16174477.0,,21449509.0
Chi phí dự phòng rủi ro,Chi phí > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,(360.608),(371.903),(2.565.950),-,(3.298.461),-360608.0,-371903.0,-2565950.0,,-3298461.0
Kết quả kinh doanh bộ phận,Chi phí > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,3.111.302,1.431.219,13.608.527,-,18.151.048,3111302.0,1431219.0,13608527.0,,18151048.0
