row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Thương mại,Thương mại,Thương mại,119.505.898,99.711.820,119505898.0,99711820.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,43.431.493,35.754.650,43431493.0,35754650.0
Xây dựng,Xây dựng,Xây dựng,21.774.217,20.225.083,21774217.0,20225083.0
Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,21.432.988,19.418.129,21432988.0,19418129.0
"Tư vấn, kinh doanh bất động sản","Tư vấn, kinh doanh bất động sản","Tư vấn, kinh doanh bất động sản",12.306.608,7.486.783,12306608.0,7486783.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",5.656.970,4.371.526,5656970.0,4371526.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.945.595,1.789.802,1945595.0,1789802.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",2.489.254,1.823.430,2489254.0,1823430.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,589.450,695.852,589450.0,695852.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,20.750.638,8.599.396,20750638.0,8599396.0
"Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ",2.882.869,1.288.661,2882869.0,1288661.0
Y tế và cứu trợ xã hội,Y tế và cứu trợ xã hội,Y tế và cứu trợ xã hội,926.245,805.989,926245.0,805989.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,414.229.203,367.763.503,414229203.0,367763503.0
,,,667.921.428,569.734.624,667921428.0,569734624.0
