row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng Đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,5.130.342,134.417,5130342.0,134417.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,8.757,9.229,8757.0,9229.0
,,,5.139.099,143.646,5139099.0,143646.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),,,,
- Bằng Đồng Việt Nam,Tiền gửi có kỳ hạn (i) > - Bằng Đồng Việt Nam,- Bằng Đồng Việt Nam,104.252.589,83.772.073,104252589.0,83772073.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn (i) > - Bằng ngoại tệ,- Bằng ngoại tệ,11.947.871,7.706.087,11947871.0,7706087.0
,,,116.200.460,91.478.160,116200460.0,91478160.0
Tổng tiền gửi của các TCTD khác,Tiền gửi có kỳ hạn (i) > Tổng tiền gửi của các TCTD khác,Tổng tiền gửi của các TCTD khác,121.339.559,91.621.806,121339559.0,91621806.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
Bằng Đồng Việt Nam,Vay các TCTD khác > Bằng Đồng Việt Nam,Bằng Đồng Việt Nam,4.503.710,2.982.156,4503710.0,2982156.0
Trong đó:,Trong đó:,Trong đó:,,,,
"- Vay chiết khấu, tái chiết khấu (i)","Trong đó: > - Vay chiết khấu, tái chiết khấu (i)","- Vay chiết khấu, tái chiết khấu (i)",4.503.249,2.980.778,4503249.0,2980778.0
Bằng ngoại tệ,Trong đó: > Bằng ngoại tệ,Bằng ngoại tệ,5.685.308,389.250,5685308.0,389250.0
Tổng vay các TCTD khác,Trong đó: > Tổng vay các TCTD khác,Tổng vay các TCTD khác,10.189.018,3.371.406,10189018.0,3371406.0
Tổng tiền gửi và vay các TCTD khác,Trong đó: > Tổng tiền gửi và vay các TCTD khác,Tổng tiền gửi và vay các TCTD khác,131.528.577,94.993.212,131528577.0,94993212.0
