row_label_raw,row_label_full,7.2,Phân tích chất lượng chứng khoán kinh doanh được phân loại là tài sản có rủi ro tín dụng,Phân tích chất lượng chứng khoán kinh doanh được phân loại là tài sản có rủi ro tín dụng_1,numeric__Phân tích chất lượng chứng khoán kinh doanh được phân loại là tài sản có rủi ro tín dụng,numeric__Phân tích chất lượng chứng khoán kinh doanh được phân loại là tài sản có rủi ro tín dụng_1
7.2,7.2,7.2,31.12.2025Triệu VND,31.12.2024Triệu VND,,
7.2,7.2 > 7.2,7.2,Nhóm 1 - Nợ đủ tiêu chuẩn,500.000,,500000.0
