row_label_raw,row_label_full,col_0,col_1,31.12.2025 > Số cổ phiếu,31.12.2025 > Giá trịTriệu VND,31.12.2024 > Số cổ phiếu,31.12.2024 > Giá trịTriệu VND,numeric__col_1,numeric__31.12.2025 > Số cổ phiếu,numeric__31.12.2025 > Giá trịTriệu VND,numeric__31.12.2024 > Số cổ phiếu,numeric__31.12.2024 > Giá trịTriệu VND
Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,5.136.656.599,51.366.566,4.466.657.912,44.666.579,,5136656599.0,51366566.0,4466657912.0,44666579.0
Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,5.136.656.599,51.366.566,4.466.657.912,44.666.579,,5136656599.0,51366566.0,4466657912.0,44666579.0
(b),(b),(b),Tỉnh hình biến động vốn cổ phần,,,,,,,,,
(b),(b),(b),Tỉnh hình biến động vốn cổ phần,,,Số lượngcổ phiếu,Vốncổ phầnTriệu VND,,,,,
Tại ngày 1 tháng 1 năm 2024,(b) > Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,,,3.884.050.358,38.840.504,,,,3884050358.0,38840504.0
Cổ phiếu mới phát hành trong năm,(b) > Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,,,582.607.554,5.826.075,,,,582607554.0,5826075.0
Tại ngày 31 tháng 12 năm 2024,(b) > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,,4.466.657.912,44.666.579,,,,4466657912.0,44666579.0
Cổ phiếu mới phát hành trong năm,(b) > Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,Cổ phiếu mới phát hành trong năm,,,669.998.687,6.699.987,,,,669998687.0,6699987.0
Tại ngày 31 tháng 12 năm 2025,(b) > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,,,5.136.656.599,51.366.566,,,,5136656599.0,51366566.0
