row_label_raw,row_label_full,col_0,Năm 2025Triệu VND,Năm 2024Triệu VND,numeric__Năm 2025Triệu VND,numeric__Năm 2024Triệu VND
Thu nhập lãi từ tiền gửi tại công ty con,Thu nhập lãi từ tiền gửi tại công ty con,Thu nhập lãi từ tiền gửi tại công ty con,9.184,1.677,9184.0,1677.0
Thu nhập lãi từ cho vay các công ty con,Thu nhập lãi từ cho vay các công ty con,Thu nhập lãi từ cho vay các công ty con,51.306,49.830,51306.0,49830.0
Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),23.225,30.297,23225.0,30297.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,120.084,72.264,120084.0,72264.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),69.577,43.147,69577.0,43147.0
Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),80,-,80.0,
Thu phí từ các công ty con,Thu phí từ các công ty con,Thu phí từ các công ty con,131,108,131.0,108.0
Thu khác từ công ty con,Thu khác từ công ty con,Thu khác từ công ty con,1.072,1.275,1072.0,1275.0
Phí trả cho công ty con,Phí trả cho công ty con,Phí trả cho công ty con,947,878,947.0,878.0
Phí trả cho các bên liên quan khác (i),Phí trả cho các bên liên quan khác (i),Phí trả cho các bên liên quan khác (i),26.508,20.440,26508.0,20440.0
Thu nhập từ lợi nhuận được chia từ công ty con,Thu nhập từ lợi nhuận được chia từ công ty con,Thu nhập từ lợi nhuận được chia từ công ty con,-,2.717,,2717.0
Góp vốn vào các công ty con,Góp vốn vào các công ty con,Góp vốn vào các công ty con,4.500.000,3.000.000,4500000.0,3000000.0
