row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Tiền gửi tại công ty con,Tiền gửi tại công ty con,Tiền gửi tại công ty con,30.000,45.000,30000.0,45000.0
Cho vay các công ty con,Cho vay các công ty con,Cho vay các công ty con,2.464.915,1.065.853,2464915.0,1065853.0
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),399.604,364.134,399604.0,364134.0
Tiền gửi của các công ty con,Tiền gửi của các công ty con,Tiền gửi của các công ty con,3.020.754,2.131.412,3020754.0,2131412.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),1.130.927,781.589,1130927.0,781589.0
Phát hành giấy tờ có giá cho công ty con,Phát hành giấy tờ có giá cho công ty con,Phát hành giấy tờ có giá cho công ty con,30.333,-,30333.0,
Phát hành giấy tờ có giá cho các bên liên quan khác (i),Phát hành giấy tờ có giá cho các bên liên quan khác (i),Phát hành giấy tờ có giá cho các bên liên quan khác (i),10.850,-,10850.0,
Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,344,90,344.0,90.0
Lãi dự thu từ các khoản cho vay các công ty con,Lãi dự thu từ các khoản cho vay các công ty con,Lãi dự thu từ các khoản cho vay các công ty con,13.300,4.575,13300.0,4575.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),3.829,2.776,3829.0,2776.0
Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,38.383,7.913,38383.0,7913.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),22.332,8.464,22332.0,8464.0
Lãi dự chi cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi cho giấy tờ có giá phát hành cho các bên liên quan khác (i),80,-,80.0,
Phải thu công ty con,Phải thu công ty con,Phải thu công ty con,146.000,146.000,146000.0,146000.0
Lợi nhuận được chia phải thu từ công ty con,Lợi nhuận được chia phải thu từ công ty con,Lợi nhuận được chia phải thu từ công ty con,-,2.717,,2717.0
