row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,15.001.310,14.998.650,15001310.0,14998650.0
Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),2.314.947,3.281.001,2314947.0,3281001.0
Trái phiếu do các TCTD khác trong nước phát hành (b),Trái phiếu do các TCTD khác trong nước phát hành (b),Trái phiếu do các TCTD khác trong nước phát hành (b),7.048.398,6.030.971,7048398.0,6030971.0
Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),Trái phiếu do các tổ chức kinh tế khác trong nước phát hành (c),5.637.965,5.686.678,5637965.0,5686678.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,2.400,2.400,2400.0,2400.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,2.400,2.400,2400.0,2400.0
,,,15.003.710,15.001.050,15003710.0,15001050.0
Dự phòng rủi ro chứng khoán sắn sàng để bán,Dự phòng rủi ro chứng khoán sắn sàng để bán,Dự phòng rủi ro chứng khoán sắn sàng để bán,,,,
Dự phòng giảm giá,Dự phòng rủi ro chứng khoán sắn sàng để bán > Dự phòng giảm giá,Dự phòng giảm giá,(3.246),(2.400),-3246.0,-2400.0
Dự phòng chung,Dự phòng rủi ro chứng khoán sắn sàng để bán > Dự phòng chung,Dự phòng chung,(13.822),(38.775),-13822.0,-38775.0
,,,(17.068),(41.175),-17068.0,-41175.0
