row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,188.872,147.644,188872.0,147644.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,148.136,144.985,148136.0,144985.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,40.736,2.659,40736.0,2659.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,227.068,330.151,227068.0,330151.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,73.197,83.186,73197.0,83186.0
Các khoản chờ thanh toán,Các khoản chờ thanh toán,Các khoản chờ thanh toán,55.294,66.734,55294.0,66734.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,49.376,106.439,49376.0,106439.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,40.688,55.947,40688.0,55947.0
Tiền thu được từ các khoản bán nợ đã bán,Tiền thu được từ các khoản bán nợ đã bán,Tiền thu được từ các khoản bán nợ đã bán,7.487,16.819,7487.0,16819.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,1.026,1.026,1026.0,1026.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,3.227,11.984,3227.0,11984.0
"Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.001,1.026,1001.0,1026.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,2.226,10.958,2226.0,10958.0
,,,419.167,489.779,419167.0,489779.0
