row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,Tổng giá trị củahợp đồng (theotỷ giá ngày hiệulực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,numeric__Tổng giá trị củahợp đồng (theotỷ giá ngày hiệulực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,numeric__Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020,numeric__Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2020
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,14.885.769,24.376,-,14885769.0,24376.0,
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,51.376.985,-,(99.157),51376985.0,,-99157.0
,,,66.262.754,24.376,(99.157),66262754.0,24376.0,-99157.0
Số thuần,Số thuần,Số thuần,,,(74.781),,,-74781.0
Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.939.338,-,(3.317),3939338.0,,-3317.0
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,43.927.628,53.129,-,43927628.0,53129.0,
,,,47.866.966,53.129,(3.317),47866966.0,53129.0,-3317.0
Số thuần,Công cụ tài chính phải sinh tiền tệtại ngày 31 tháng 12 năm 2019 > Số thuần,Số thuần,,49.812,,,49812.0,
