row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tai và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tai và cho vay các TCTD khác,Tiền gửi tai và cho vay các TCTD khác,28.367.461,17.776 242,28367461.0,
Chứng khoán nợ - chứng khoán kinh doanh,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Chứng khoán nợ - chứng khoán kinh doanh,Chứng khoán nợ - chứng khoán kinh doanh,2.001.459,-,2001459.0,
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,-,49 812,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,29.222.971,25.081 051,29222971.0,
- Cho vay khách hàng tổ chức,Cho vay khách hàng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,34.070.180,31.721 914,34070180.0,
Hoạt động mua nợ,Cho vay khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,153.234,153 234,153234.0,
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ - sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,7.537.965,6.386 678,7537965.0,
- Chứng khoán nợ - giữ đến ngày đáo han,Chứng khoán đầu tư > - Chứng khoán nợ - giữ đến ngày đáo han,- Chứng khoán nợ - giữ đến ngày đáo han,1.897.094,1.793 899,1897094.0,
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,2.369.549,1.932 342,2369549.0,
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,4.895.559,4.676 168,4895559.0,
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,763.010,554 926,763010.0,
