row_label_raw,row_label_full,col_0,Lĩnh vực hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Lĩnh vực hoạt động,Giá gốc Triệu đồng,Tỷ lệ sở hữu (%),Giá gốc Triệu đồng,Tỷ lệ sở hữu (%),,,,,
"Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mai Cổ phần An Bình (""ABBA"")","Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mai Cổ phần An Bình (""ABBA"")","Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mai Cổ phần An Bình (""ABBA"")",Quản lý tài sản,260.000,"100,00",260.000,"100,00",,260000.0,100.0,260000.0,100.0
