row_label_raw,row_label_full,Tên công ty,Giấy phép kinh doanh,Lĩnh vực hoạt động,Tỷ lệ sở hữu %,numeric__Giấy phép kinh doanh,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ sở hữu %
"Công ty TNHH Một thành viên Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mại Cổ phần An Bình (""ABBA"")","Công ty TNHH Một thành viên Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mại Cổ phần An Bình (""ABBA"")","Công ty TNHH Một thành viên Quản lý Nợ và Khai thác Tài sản - Ngân hàng Thương mại Cổ phần An Bình (""ABBA"")",Giấy phép Kinh doanh số 0104009199 do Sở Kế hoạch và Đầu tư Thành phố Hà Nội cấp lần đầu ngày 18 tháng 1 năm 2010,Quản lý tài sản,100%,,,1.0
"Công ty TNHH MTV Dịch vụ Bảo vệ ABBA (""ABBAS"") (*)","Công ty TNHH MTV Dịch vụ Bảo vệ ABBA (""ABBAS"") (*)","Công ty TNHH MTV Dịch vụ Bảo vệ ABBA (""ABBAS"") (*)",Giấy phép Kinh doanh số 0106112803 do Sở Kế hoạch và Đầu tư Thành phố Hà Nội cấp lần đầu ngày 27 tháng 2 năm 2013,Dịch vụ bảo vệ,100%,,,1.0
